O,S,N,Date,TSC,ASC,SharePerPerson,EPS,NAPS,ROE,Rev,RevYoy,Profit,InvestProfit,TotalProfit,NetProfit,NetProfitYoy,UndisProfit,UndisProfitPerShare,MarginRate,TotalAssets,CurrentAssets,FixedAssets,IntangibleAssets,TotalLiabilities,CurrentLiabilities,LongtermLiabilities,LiabilityAssetRatio,Equity,EquityRatio,ReserveFunds,ReserveFundsPerShare,BSC,HSC,IPODate
order,Symbol,Name,Date,Total Share Capital,circulation shares capital,Share per person,earnings per share,net assets per share,Rate of Return on Common Stockholders’ Equity?,operating revenue,Revenue Year-on-year,Operating Profit,income from investments,TotalProfit,,,undistributed profit,,Profit margin on sales ratio,,circulating assets or current assets,,Intangible Assets,Total liabilities,Current Liabilities,long-term liability,liability - to asset ratio.,shareholders' equity ,Equity Ratio,common reserve funds ,,circulation shares capital,circulation sahres captical,IPO Date
序,代码,名称,更新日期,总股本,流通A股,人均持股数,每股收益,每股净资产,加权净资产收益率,营业收入,营业收入同比,营业利润,投资收益,利润总额,净利润,净利润同比,未分配利润,每股未分配利润,销售毛利率,总资产,,固定资产,无形资产,总负债,流动负债,长期负债,资产负债比率,股东权益,股东权益比,公积金,每股公积金,流通B股,H股,上市日期
1401,000963,华东医药,2014/06/30,4.34亿,2.80亿,5.93万,0.90,6.13,14.06,91.1亿,12.41,6.96亿,482万,6.87亿,3.89亿,16.94,20.3亿,4.67,22.86,87.0亿,68.4亿,8.88亿,3.00亿,56.1亿,54.1亿,1.98亿,64.47,26.6亿,30.57,790万,0.02,0,0,2000/01/27
1402,000965,天保基建,2014/06/30,10.1亿,6.92亿,3.52万,0.19,4.10,4.71,8.13亿,49.65,1.89亿,771万,1.99亿,1.48亿,80.63,11.8亿,1.17,26.09,60.9亿,51.6亿,1.20亿,790万,19.6亿,19.6亿,0,32.13,41.3亿,67.87,18.9亿,1.87,0,0,2000/04/06
1403,000966,长源电力,2014/06/30,5.54亿,5.54亿,1.30万,0.58,3.59,17.58,32.5亿,-6.47,4.72亿,-733万,4.73亿,3.21亿,39.66,-2.19亿,-0.40,22.94,108亿,16.3亿,73.9亿,4.30亿,82.5亿,52.8亿,29.7亿,76.21,19.9亿,18.37,16.1亿,2.90,0,0,2000/03/16
1404,000967,上风高科,2014/06/30,3.07亿,2.46亿,1.50万,0.09,4.15,3.36,14.8亿,9.26,3663万,3478万,3882万,2786万,17.99,1.37亿,0.45,10.08,23.8亿,15.1亿,3.72亿,7189万,14.0亿,13.5亿,4914万,58.63,8.51亿,35.70,4.25亿,2.57,0,0,2000/03/30
1405,000968,煤 气 化,2014/06/30,5.14亿,5.14亿,8268,-0.61,4.84,-11.86,8.83亿,-17.25,-3.47亿,0,-3.56亿,-3.12亿,0.00,9.24亿,1.80,2.33,134亿,29.1亿,40.3亿,10.5亿,97.5亿,47.2亿,50.3亿,72.78,24.9亿,18.58,5.84亿,1.14,0,0,2000/06/22
1406,000969,安泰科技,2014/06/30,8.63亿,8.61亿,1.05万,0.01,3.79,0.39,20.8亿,9.49,2366万,523万,2739万,1281万,-60.22,5.20亿,0.60,13.29,77.7亿,38.1亿,22.4亿,5.21亿,31.7亿,19.7亿,11.9亿,40.76,32.7亿,42.13,15.3亿,1.78,0,0,2000/05/29
1407,000970,中科三环,2014/06/30,10.7亿,10.7亿,9678,0.15,3.36,4.54,19.2亿,10.92,2.12亿,-299万,2.24亿,1.62亿,-10.10,19.0亿,1.78,23.22,53.3亿,40.5亿,8.52亿,6703万,10.9亿,10.4亿,4932万,20.46,35.8亿,67.10,4.27亿,0.40,0,0,2000/04/20
1408,000971,蓝鼎控股,2014/06/30,2.43亿,2.43亿,1.16万,-0.04,0.05,-60.38,2321万,-55.73,-984万,127万,-1039万,-1039万,0.00,-4.53亿,-1.87,3.51,1.49亿,5660万,5321万,1350万,1.38亿,1.37亿,60.8万,92.54,1112万,7.46,1.74亿,0.71,0,0,2000/04/27
1409,000972,新中基,2014/06/30,7.71亿,7.71亿,1.79万,-0.04,1.14,-84.63,2.01亿,-66.55,-2916万,-31.0万,-2975万,-2722万,0.00,-8.03亿,-1.04,9.65,19.5亿,7.88亿,9.31亿,3587万,12.2亿,11.3亿,9541万,62.52,8.77亿,44.93,7.70亿,0.96,0,0,2000/09/26
1410,000973,佛塑科技,2014/06/30,9.67亿,7.72亿,7074,0.03,2.10,1.25,12.5亿,-5.60,3972万,5773万,4529万,2554万,26.30,5.71亿,0.59,14.02,50.5亿,20.7亿,12.4亿,2.77亿,27.5亿,11.8亿,15.7亿,54.43,20.4亿,40.29,3.19亿,0.33,0,0,2000/05/25
1411,000975,银泰资源,2014/06/30,10.9亿,6.17亿,1.93万,0.07,3.30,2.11,1.84亿,2286.94,1.25亿,1675万,1.25亿,7706万,-61.91,2.75亿,0.25,88.99,45.1亿,12.7亿,3.83亿,27.9亿,1.23亿,1.21亿,258万,2.73,35.8亿,79.30,20.9亿,1.93,0,0,2000/06/08
1412,000976,春晖股份,2014/06/30,5.87亿,5.87亿,1.22万,-0.10,0.64,-13.99,5.27亿,-7.27,-5803万,0,-5708万,-5700万,0.00,-6.47亿,-1.10,-1.59,8.68亿,3.56亿,4.54亿,5786万,4.89亿,4.89亿,0,56.36,3.77亿,43.48,3.59亿,0.61,0,0,2000/06/01
1413,000977,浪潮信息,2014/06/30,4.80亿,4.30亿,1.06万,0.22,4.40,6.35,28.7亿,43.47,1.21亿,9619万,1.29亿,1.01亿,81.34,5.45亿,1.14,12.54,51.4亿,41.2亿,1.37亿,3.23亿,30.3亿,28.6亿,1.64亿,58.91,21.1亿,41.09,10.1亿,2.11,0,0,2000/06/08
1414,000978,桂林旅游,2014/06/30,3.60亿,3.60亿,1.15万,-0.09,3.86,-2.36,1.89亿,-1.62,-3849万,462万,-3704万,-3328万,0.00,-656万,-0.02,30.70,31.5亿,11.0亿,9.42亿,6.08亿,16.1亿,11.8亿,4.28亿,51.14,13.9亿,44.20,9.71亿,2.70,0,0,2000/05/18
1415,000979,中弘股份,2014/06/30,19.2亿,19.2亿,2.41万,0.29,1.52,21.03,23.2亿,172.99,6.23亿,1079万,6.22亿,5.58亿,133.27,9.18亿,0.48,41.19,163亿,141亿,4.37亿,547万,105亿,62.2亿,42.5亿,64.21,29.3亿,17.98,0,0.00,0,0,2000/06/16
1416,000980,金马股份,2014/06/30,5.28亿,3.17亿,1.07万,0.06,3.80,1.62,5.06亿,1.29,2387万,0,3835万,3238万,0.53,1.96亿,0.37,19.56,27.4亿,20.7亿,5.58亿,9639万,7.22亿,7.09亿,1374万,26.37,20.1亿,73.33,12.7亿,2.40,0,0,2000/06/16
1417,000981,银亿股份,2014/06/30,8.59亿,8.58亿,7604,0.31,5.14,6.15,26.3亿,64.04,3.73亿,829万,3.83亿,2.70亿,36.18,32.6亿,3.68,23.33,258亿,224亿,12.6亿,3123万,210亿,125亿,85.0亿,81.45,45.2亿,17.54,5.87亿,0.68,0,0,2000/06/22
1418,000982,中银绒业,2014/06/30,18.1亿,12.9亿,4.20万,0.06,2.36,4.31,13.6亿,-4.11,7523万,0,1.26亿,1.12亿,-38.25,7.95亿,0.38,21.33,111亿,75.6亿,11.7亿,1.80亿,67.8亿,58.6亿,9.19亿,60.79,43.6亿,39.16,25.3亿,1.12,0,0,2000/07/06
1419,000983,西山煤电,2014/06/30,31.5亿,31.5亿,1.27万,0.12,5.26,2.29,123亿,-19.79,4.93亿,1350万,5.03亿,3.73亿,-58.30,94.4亿,3.00,26.37,470亿,134亿,203亿,28.0亿,276亿,188亿,88.0亿,58.71,166亿,35.26,9.34亿,0.30,0,0,2000/07/26
1420,000985,大庆华科,2014/06/30,1.30亿,1.30亿,1.53万,0.14,3.91,3.65,7.39亿,43.28,2356万,10.6万,2374万,1842万,7950.69,6644万,0.51,11.48,6.65亿,1.74亿,4.05亿,1689万,1.58亿,1.16亿,4122万,23.70,5.07亿,76.30,2.59亿,2.00,0,0,2000/07/26
1421,000987,广州友谊,2014/06/30,3.59亿,3.59亿,1.37万,0.36,5.68,5.97,17.1亿,-19.96,1.76亿,674万,1.78亿,1.29亿,-23.15,12.3亿,3.42,22.71,33.6亿,27.5亿,1.51亿,2037万,13.2亿,13.1亿,819万,39.21,20.4亿,60.74,6014万,0.17,0,0,2000/07/18
1422,000988,华工科技,2014/06/30,8.91亿,8.91亿,1.86万,0.06,3.03,2.04,11.2亿,31.85,6494万,-29.4万,7670万,5482万,142.69,8.43亿,0.95,24.40,44.1亿,27.0亿,10.6亿,2.51亿,16.4亿,13.6亿,2.79亿,37.13,27.0亿,61.28,8.81亿,0.99,0,0,2000/06/08
1423,000989,九 芝 堂,2014/06/30,2.98亿,2.98亿,8356,0.24,4.82,4.69,6.65亿,8.95,7733万,922万,8361万,7259万,11.54,3.80亿,1.28,54.38,18.5亿,6.99亿,2.41亿,1.31亿,4.14亿,3.72亿,4238万,22.39,14.4亿,77.54,5.88亿,1.97,0,0,2000/06/28
1424,000990,诚志股份,2014/06/30,2.97亿,2.97亿,1.75万,0.04,5.56,0.70,19.2亿,-11.99,1210万,158万,1758万,1107万,-32.18,3.47亿,1.17,8.51,34.3亿,18.2亿,8.30亿,2.35亿,17.4亿,16.4亿,1.00亿,50.64,16.5亿,48.11,9.62亿,3.24,0,0,2000/07/06
1425,000991,通海高科,0000/00/00,0,0,0,0.00,0.00,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0000/00/00
1426,000993,闽东电力,2014/06/30,3.73亿,3.73亿,1.33万,0.13,4.42,2.97,4.36亿,-42.66,7403万,304万,7613万,4866万,-11.45,2.00亿,0.54,45.69,42.7亿,19.2亿,12.1亿,2922万,25.5亿,19.9亿,5.53亿,59.60,16.5亿,38.62,10.4亿,2.79,0,0,2000/07/31
1427,000995,皇台酒业,2014/06/30,1.77亿,1.77亿,1.37万,-0.03,0.86,-3.16,3120万,-23.05,-482万,0,-482万,-489万,0.00,-2.85亿,-1.60,51.15,5.03亿,2.60亿,1.20亿,1.06亿,3.51亿,3.27亿,2465万,69.79,1.52亿,30.21,2.53亿,1.43,0,0,2000/08/07
1428,000996,中国中期,2014/06/30,2.30亿,2.30亿,4921,0.03,2.47,1.15,3.08亿,623.35,646万,1012万,647万,647万,-5.77,1.47亿,0.64,3.55,7.91亿,2.23亿,6639万,2780万,2.23亿,1.89亿,3378万,28.17,5.68亿,71.83,1.49亿,0.65,0,0,2000/07/18
1429,000997,新 大 陆,2014/06/30,5.10亿,5.08亿,7948,0.20,3.34,6.03,7.83亿,26.27,1.23亿,113万,1.35亿,1.01亿,76.83,5.96亿,1.17,40.22,36.8亿,33.1亿,1.68亿,2617万,19.1亿,19.1亿,0,51.76,17.0亿,46.18,4.86亿,0.95,0,0,2000/08/07
1430,000998,隆平高科,2014/06/30,9.96亿,8.31亿,1.23万,0.13,1.72,8.02,7.27亿,-14.08,1.03亿,360万,1.21亿,1.32亿,25.49,6.23亿,0.63,35.97,36.5亿,21.1亿,6.07亿,2.60亿,17.9亿,12.6亿,5.28亿,49.08,17.1亿,46.88,5.10亿,0.01,0,0,2000/12/11
1431,000999,华润三九,2014/06/30,9.79亿,9.78亿,2.82万,0.63,6.65,9.55,38.2亿,0.48,7.46亿,3148万,7.51亿,6.17亿,3.32,42.2亿,4.05,57.74,105亿,54.1亿,24.3亿,15.4亿,34.9亿,25.8亿,9.06亿,33.26,67.7亿,64.57,11.5亿,1.17,0,0,2000/03/09
1432,001696,宗申动力,2014/06/30,11.5亿,8.92亿,1.26万,0.17,2.72,6.52,22.9亿,2.15,2.46亿,1578万,2.53亿,1.99亿,26.53,12.5亿,1.09,18.93,56.9亿,41.5亿,5.66亿,2.07亿,22.1亿,13.7亿,8.37亿,38.81,31.2亿,54.85,5.46亿,0.48,0,0,1997/03/06
1433,001896,豫能控股,2014/06/30,6.23亿,4.30亿,1.87万,0.33,1.80,20.51,16.6亿,-0.48,3.04亿,0,3.06亿,2.09亿,91.88,-9.11亿,-1.46,27.69,46.9亿,9.28亿,34.7亿,1.80亿,32.3亿,13.6亿,18.6亿,68.86,11.2亿,23.92,12.7亿,2.03,0,0,1998/01/22
1434,002001,新 和 成,2014/06/30,10.9亿,10.7亿,2.80万,0.50,6.21,8.16,21.3亿,5.55,6.67亿,901万,6.70亿,5.49亿,33.46,45.9亿,4.22,42.98,89.2亿,53.3亿,26.2亿,3.51亿,21.7亿,20.5亿,1.20亿,24.29,67.6亿,75.71,7.19亿,0.66,0,0,2004/06/25
1435,002002,鸿达兴业,2014/06/30,8.50亿,2.34亿,1.65万,0.15,3.06,4.87,12.5亿,7.64,1.45亿,256万,1.48亿,1.24亿,14.60,5.30亿,0.62,24.60,82.9亿,27.8亿,26.5亿,1.56亿,56.9亿,37.6亿,19.3亿,68.59,26.0亿,31.37,14.1亿,1.38,0,0,2004/06/25
1436,002003,伟星股份,2014/06/30,3.37亿,2.90亿,1.31万,0.31,4.85,5.98,8.53亿,0.28,1.40亿,163万,1.39亿,1.05亿,14.72,4.59亿,1.36,38.16,21.3亿,9.21亿,9.50亿,1.69亿,4.78亿,4.77亿,135万,22.42,16.3亿,76.49,6.89亿,2.04,0,0,2004/06/25
1437,002004,华邦颖泰,2014/06/30,6.76亿,4.28亿,4.17万,0.35,8.26,5.59,26.0亿,20.14,2.86亿,4746万,2.91亿,2.33亿,45.65,14.7亿,2.17,26.78,116亿,56.0亿,17.2亿,5.51亿,57.9亿,40.7亿,17.2亿,50.00,55.8亿,48.14,32.6亿,4.83,0,0,2004/06/25
1438,002005,德豪润达,2014/06/30,14.0亿,11.6亿,2.64万,0.03,4.01,0.59,19.3亿,42.98,-1467万,1198万,4755万,3281万,-35.03,8.10亿,0.58,23.35,130亿,49.8亿,37.1亿,5.78亿,71.2亿,48.6亿,22.6亿,54.83,56.0亿,43.13,33.0亿,2.37,0,0,2004/06/25
1439,002006,*ST精功,2014/06/30,4.55亿,4.37亿,9413,0.03,1.85,1.54,5.60亿,54.56,1677万,-276万,1926万,1283万,0.00,4847万,0.11,18.26,20.0亿,12.1亿,4.56亿,4941万,11.7亿,11.2亿,5308万,58.56,8.43亿,42.17,2.63亿,0.58,0,0,2004/06/25
1440,002007,华兰生物,2014/06/30,5.81亿,5.76亿,1.14万,0.49,5.40,8.87,5.29亿,4.64,2.88亿,1997万,3.34亿,2.86亿,23.64,19.5亿,3.36,65.54,36.2亿,24.2亿,7.73亿,1.34亿,2.56亿,2.56亿,0,7.08,31.3亿,86.58,3.49亿,0.60,0,0,2004/06/25
1441,002008,大族激光,2014/06/30,10.6亿,9.56亿,1.58万,0.23,3.49,6.51,22.9亿,10.99,2.14亿,-180万,2.82亿,2.41亿,30.51,16.1亿,1.52,36.29,74.4亿,48.4亿,12.5亿,1.83亿,35.2亿,33.6亿,1.56亿,47.26,36.8亿,49.46,8.03亿,0.76,0,0,2004/06/25
1442,002009,天奇股份,2014/06/30,3.21亿,2.60亿,8763,0.13,4.27,3.12,7.91亿,4.96,4863万,543万,5841万,4238万,8.60,3.66亿,1.14,23.23,39.0亿,28.4亿,6.40亿,2.28亿,23.4亿,22.1亿,1.33亿,60.12,13.7亿,35.22,6.29亿,1.96,0,0,2004/06/29
1443,002010,传化股份,2014/06/30,4.88亿,4.13亿,2.86万,0.17,3.51,4.43,25.7亿,41.55,1.78亿,760万,1.86亿,8148万,27.66,9.42亿,1.93,20.98,38.5亿,24.5亿,7.90亿,2.81亿,18.3亿,10.4亿,7.86亿,47.45,17.1亿,44.45,1.79亿,0.55,0,0,2004/06/29
1444,002011,盾安环境,2014/06/30,8.43亿,8.38亿,1.90万,0.12,4.01,2.95,33.2亿,15.89,9891万,1123万,1.17亿,1.01亿,-62.46,10.2亿,1.21,16.72,99.0亿,49.6亿,14.0亿,27.5亿,64.9亿,46.1亿,18.8亿,65.57,33.8亿,34.14,14.1亿,1.68,0,0,2004/07/05
1445,002012,凯恩股份,2014/06/30,4.68亿,4.68亿,1.25万,0.07,2.46,2.76,4.50亿,-2.59,3456万,21.1万,4285万,3131万,-5.19,3.50亿,0.75,27.09,16.4亿,8.13亿,6.62亿,4372万,4.14亿,3.89亿,2558万,25.19,11.5亿,70.01,2.72亿,0.58,0,0,2004/07/05
1446,002013,中航机电,2014/06/30,7.16亿,2.93亿,1.00万,0.25,6.25,4.12,35.7亿,17.11,1.72亿,-25.8万,2.16亿,1.82亿,-9.73,13.0亿,1.81,22.63,156亿,101亿,24.7亿,7.79亿,105亿,76.1亿,28.6亿,67.30,44.8亿,28.77,19.6亿,2.74,0,0,2004/07/05
1447,002014,永新股份,2014/06/30,3.26亿,3.23亿,1.22万,0.20,4.46,4.55,7.38亿,0.32,7189万,32.5万,7623万,6611万,-14.11,4.18亿,1.28,18.14,18.4亿,11.6亿,4.28亿,5687万,3.59亿,3.16亿,4278万,19.57,14.5亿,79.19,5.98亿,1.84,0,0,2004/07/08
1448,002015,*ST霞客,2014/06/30,2.40亿,2.19亿,7368,-0.82,0.82,-66.57,7.96亿,-14.72,-2.38亿,0,-2.36亿,-1.97亿,0.00,-3.64亿,-1.52,-21.75,19.5亿,8.68亿,8.10亿,1.33亿,17.9亿,16.2亿,1.70亿,91.70,1.97亿,10.12,3.04亿,1.24,0,0,2004/07/08
1449,002016,世荣兆业,2014/06/30,6.46亿,6.46亿,1.94万,0.06,2.45,2.10,2.99亿,-13.27,3632万,217万,3653万,3944万,-90.44,8.34亿,1.29,26.62,43.6亿,40.5亿,1.38亿,734万,25.8亿,15.5亿,10.3亿,59.25,15.8亿,36.39,6148万,0.10,0,0,2004/07/08
1450,002017,东信和平,2014/06/30,2.89亿,2.83亿,9987,0.07,2.59,2.73,5.86亿,10.01,1063万,-42.7万,2440万,1974万,45.17,1.44亿,0.50,24.72,14.5亿,10.6亿,3.22亿,444万,7.03亿,5.51亿,1.52亿,48.48,7.48亿,51.58,2.60亿,0.89,0,0,2004/07/13
1451,002018,华星化工,2014/06/30,12.0亿,4.47亿,1.76万,0.04,2.20,1.83,31.2亿,337.99,6259万,-113万,6321万,4810万,261.70,1.48亿,0.12,4.16,28.9亿,20.0亿,4.85亿,1.68亿,2.31亿,1.65亿,6555万,8.00,26.4亿,91.53,11.9亿,1.00,0,0,2004/07/13
1452,002019,鑫富药业,2014/06/30,2.20亿,2.05亿,9372,0.49,2.80,19.07,4.38亿,29.99,1.02亿,0,1.01亿,1.07亿,1041.06,213万,0.01,46.23,11.5亿,5.80亿,4.33亿,5684万,5.38亿,5.20亿,1703万,46.59,6.16亿,53.41,3.37亿,1.53,0,0,2004/07/13
1453,002020,京新药业,2014/06/30,2.86亿,1.94亿,1.55万,0.24,4.72,7.05,5.95亿,30.17,6978万,0,6987万,5950万,75.15,1.75亿,0.61,44.36,18.4亿,10.3亿,4.47亿,1.11亿,4.86亿,4.24亿,6156万,26.45,13.5亿,73.55,8.66亿,3.02,0,0,2004/07/15
1454,002021,中捷股份,2014/06/30,6.88亿,5.68亿,1.92万,0.04,2.12,1.43,6.16亿,0.42,696万,1586万,1974万,2095万,1.86,2.27亿,0.33,18.88,40.5亿,30.0亿,4.90亿,2.76亿,24.6亿,24.6亿,422万,60.82,14.6亿,36.11,5.00亿,0.73,0,0,2004/07/15
1455,002022,科华生物,2014/06/30,4.92亿,3.80亿,1.41万,0.32,2.39,13.29,6.02亿,13.31,1.82亿,201万,1.91亿,1.56亿,5.08,5.00亿,1.02,45.92,13.8亿,9.05亿,2.18亿,1947万,1.30亿,1.21亿,900万,9.45,11.7亿,85.01,1790万,0.04,0,0,2004/07/21
1456,002023,海特高新,2014/06/30,3.37亿,3.31亿,1.69万,0.21,4.70,4.53,2.24亿,15.17,7176万,1087万,7773万,7135万,41.05,4.45亿,1.32,61.19,24.2亿,10.5亿,7.58亿,1.43亿,7.75亿,3.06亿,4.69亿,32.04,15.8亿,65.46,7.29亿,2.16,0,0,2004/07/21
1457,002024,苏宁云商,2014/06/30,73.8亿,49.4亿,1.17万,-0.10,3.74,-2.70,512亿,-7.89,-10.3亿,2426万,-10.3亿,-7.55亿,-202.93,145亿,1.97,14.50,812亿,509亿,111亿,70.6亿,533亿,431亿,102亿,65.59,276亿,34.01,46.8亿,0.63,0,0,2004/07/21
1458,002025,航天电器,2014/06/30,3.30亿,3.30亿,9593,0.29,5.06,5.68,8.09亿,20.32,1.20亿,0,1.22亿,9578万,14.79,6.88亿,2.08,38.49,27.6亿,20.6亿,4.81亿,8208万,7.43亿,6.20亿,1.23亿,26.87,16.7亿,60.42,4.22亿,1.28,0,0,2004/07/26
1459,002026,山东威达,2014/06/30,3.54亿,2.28亿,1.38万,0.17,4.32,8.11,3.75亿,13.92,2684万,439万,7091万,5945万,109.72,3.25亿,0.92,21.89,19.7亿,14.8亿,2.07亿,1.03亿,4.43亿,4.37亿,594万,22.44,15.3亿,77.56,7.99亿,0.42,0,0,2004/07/27
1460,002027,七喜控股,2014/06/30,3.02亿,2.03亿,6177,0.00,1.62,0.14,1.75亿,-78.45,-102万,113万,105万,69.9万,0.00,7252万,0.24,7.41,5.83亿,1.52亿,4043万,3126万,9311万,9311万,0,15.98,4.90亿,84.02,6609万,0.22,0,0,2004/08/04
1461,002028,思源电气,2014/06/30,6.17亿,4.66亿,1.09万,0.22,5.32,4.19,12.6亿,-0.55,1.51亿,4988万,1.64亿,1.37亿,28.60,22.7亿,3.69,38.00,47.5亿,37.0亿,4.92亿,1.86亿,13.0亿,12.5亿,4599万,27.31,32.8亿,69.06,1.75亿,0.28,0,0,2004/08/05
1462,002029,七 匹 狼,2014/06/30,7.56亿,7.55亿,2.22万,0.20,6.16,3.27,10.2亿,-28.07,1.67亿,3533万,1.91亿,1.51亿,-41.02,17.0亿,2.25,44.04,60.8亿,45.2亿,3.10亿,5328万,13.6亿,12.8亿,7905万,22.37,46.6亿,76.62,18.8亿,2.49,0,0,2004/08/06
1463,002030,达安基因,2014/06/30,5.49亿,5.26亿,1.22万,0.11,1.37,8.23,4.91亿,28.81,6955万,1063万,7865万,6018万,5.80,2.18亿,0.38,49.77,12.6亿,7.98亿,1.81亿,4933万,4.35亿,4.14亿,2128万,34.65,7.62亿,60.63,2464万,0.04,0,0,2004/08/09
1464,002031,巨轮股份,2014/06/30,4.72亿,4.10亿,1.27万,0.18,3.88,4.56,4.79亿,18.78,8797万,247万,9303万,8262万,20.26,7.65亿,1.62,34.62,32.4亿,19.7亿,9.77亿,1.67亿,14.0亿,13.0亿,9338万,43.13,18.3亿,56.65,4.93亿,1.05,0,0,2004/08/16
1465,002032,苏 泊 尔,2014/06/30,6.34亿,3.39亿,3.34万,0.52,5.40,9.61,46.4亿,12.22,4.40亿,1814万,4.44亿,3.31亿,20.61,21.3亿,3.37,28.85,56.3亿,43.1亿,9.05亿,2.28亿,17.6亿,17.4亿,1566万,31.24,34.2亿,60.75,5.40亿,0.85,0,0,2004/08/17
1466,002033,丽江旅游,2014/06/30,2.82亿,1.97亿,7774,0.31,6.40,5.05,3.27亿,8.81,1.40亿,1017万,1.38亿,8352万,0.26,5.32亿,1.89,69.57,23.9亿,11.9亿,8.16亿,9748万,4.72亿,1.31亿,3.40亿,19.70,18.0亿,75.31,9.08亿,3.22,0,0,2004/08/25
1467,002034,美 欣 达,2014/06/30,8512万,6025万,5785,0.04,5.91,0.67,5.61亿,-13.66,383万,150万,388万,355万,-23.47,1.40亿,1.64,13.30,14.6亿,6.37亿,5.92亿,7780万,8.09亿,7.78亿,3151万,55.43,5.03亿,34.47,2.44亿,2.87,0,0,2004/08/26
1468,002035,华帝股份,2014/06/30,3.59亿,2.83亿,1.45万,0.34,3.63,9.48,19.9亿,9.60,1.38亿,11.3万,1.53亿,1.22亿,31.91,4.68亿,1.30,34.34,24.0亿,14.0亿,6.22亿,1.47亿,10.6亿,10.3亿,2490万,44.21,13.0亿,54.37,3.71亿,1.03,0,0,2004/09/01
1469,002036,宜科科技,2014/06/30,2.02亿,1.98亿,1.13万,0.04,1.63,2.15,1.40亿,-30.17,119万,46.0万,1307万,714万,-13.38,8312万,0.41,18.91,7.25亿,3.44亿,2.48亿,9983万,2.18亿,2.15亿,252万,30.02,3.29亿,45.38,1487万,0.07,0,0,2004/09/03
1470,002037,久联发展,2014/06/30,3.27亿,3.27亿,1.83万,0.31,5.57,5.56,18.6亿,31.74,1.59亿,50.2万,1.59亿,1.01亿,15.42,7.10亿,2.17,25.23,68.7亿,36.5亿,7.13亿,2.04亿,47.6亿,35.2亿,12.4亿,69.35,18.2亿,26.54,6.16亿,1.88,0,0,2004/09/08
1471,002038,双鹭药业,2014/06/30,4.57亿,3.77亿,2.02万,0.78,6.20,13.01,5.87亿,7.81,3.97亿,1898万,4.13亿,3.57亿,22.47,21.8亿,4.58,71.91,30.5亿,20.0亿,3.00亿,7428万,1.05亿,8709万,1830万,3.45,29.2亿,95.71,4103万,0.09,0,0,2004/09/09
1472,002039,黔源电力,2014/06/30,3.05亿,3.05亿,2.49万,-0.10,5.20,-1.88,5.93亿,-16.50,-4508万,0,-3954万,-3009万,-311.48,5728万,0.19,49.85,179亿,6.56亿,133亿,1342万,146亿,25.5亿,120亿,81.32,15.9亿,8.86,11.4亿,3.75,0,0,2005/03/03
1473,002040,南 京 港,2014/06/30,2.46亿,2.46亿,1.02万,0.04,2.56,1.75,7173万,-16.69,1045万,917万,1337万,1097万,-31.44,1.40亿,0.57,41.06,10.5亿,7728万,3.70亿,219万,3.96亿,6070万,3.35亿,37.72,6.31亿,60.06,1.94亿,0.79,0,0,2005/03/25
1474,002041,登海种业,2014/06/30,3.52亿,3.29亿,1.23万,0.46,5.07,9.42,5.63亿,-7.77,1.99亿,2708万,2.00亿,1.63亿,6.50,12.8亿,3.64,54.96,33.8亿,27.3亿,5.38亿,4624万,8.19亿,6.63亿,1.56亿,24.27,17.8亿,52.84,6452万,0.18,0,0,2005/04/18
1475,002042,华孚色纺,2014/06/30,8.33亿,8.30亿,2.72万,0.17,4.03,4.29,36.5亿,10.07,7188万,990万,1.57亿,1.42亿,22.63,13.8亿,1.65,12.42,84.7亿,49.6亿,29.0亿,3.70亿,50.4亿,39.4亿,11.0亿,59.47,33.6亿,39.63,10.2亿,1.22,0,0,2005/04/27
1476,002043,兔 宝 宝,2014/06/30,4.84亿,4.66亿,1.27万,0.03,1.64,1.77,6.14亿,15.57,1187万,-5.86万,1751万,1395万,109.16,1.83亿,0.38,15.77,10.2亿,7.00亿,2.10亿,5667万,1.98亿,1.81亿,1696万,19.46,7.95亿,78.11,9170万,0.19,0,0,2005/05/10
1477,002044,江苏三友,2014/06/30,2.24亿,2.24亿,1.47万,0.05,1.51,3.18,2.19亿,-10.35,1605万,8.00万,1632万,1128万,23.41,4517万,0.15,16.31,7.41亿,4.03亿,1.29亿,3627万,3.15亿,2.75亿,4002万,42.50,3.49亿,47.08,63.5万,0.00,0,0,2005/05/18
1478,002045,国光电器,2014/06/30,4.17亿,3.60亿,1.09万,0.05,2.93,1.68,8.01亿,-1.81,1949万,-177万,2147万,2085万,-39.46,2.89亿,0.69,21.77,24.5亿,12.6亿,6.52亿,2.15亿,12.0亿,9.85亿,2.14亿,49.02,12.2亿,49.91,4.07亿,0.99,0,0,2005/05/23
1479,002046,轴研科技,2014/06/30,3.41亿,3.41亿,9950,0.04,4.01,1.35,2.68亿,-15.55,677万,-66.1万,1687万,1434万,-35.60,3.12亿,0.92,26.69,21.8亿,12.0亿,4.84亿,2.44亿,10.4亿,7.43亿,2.98亿,47.70,11.3亿,51.82,4.96亿,1.55,0,0,2005/05/26
