O,S,N,P,R,I,WPct,Rnk,RnkChg,R1,WPct3,Rnk3,RnkChg3,R3,WPct5,Rnk5,RnkChg5,R5,WPct10,Rnk10,RnkChg10,R10
Order,Symbol,Name,Price,Rise,,Warehouse(增加股票仓位）,Rank ,Rank Change,Riase,Warehouse(增加股票仓位）,Rank ,Rank Change,Riase,Warehouse(增加股票仓位）,Rank ,Rank Change,Riase,Warehouse(增加股票仓位）,Rank ,Rank Change,Riase
序,代码,名称,最新,涨幅%,所属行业,今日增仓占比,今日排名,今日排名变化,今日涨幅%,3日增仓占比,3日排名,3日排名变化,3日涨幅%,5日增仓占比,5日排名,5日排名变化,5日涨幅%,10日增仓占比,10日排名,10日排名变化,10日涨幅%
2369,002294,信立泰,31.64,-0.16, 医药行业,-17.52,2369,-1830,-0.16,-5.49,1948,-907,1.61,-4.54,2032,-602,3.03,-6.46,2201,-237,1.31
2370,000995,皇台酒业,10.12,-0.30, 酿酒行业,-17.53,2370,-76,-0.30,-11.78,2385,-399,-0.10,-5.89,2178,-375,7.66,-7.68,2336,-341,0.60
2371,300352,北信源,23.97,-3.39, 电子信息,-17.55,2371,-1786,-3.39,-6.89,2088,-396,-1.32,-4.04,1970,-408,6.49,-1.32,1170,-607,11.44
2372,600340,华夏幸福,27.33,-1.55, 工程建设,-17.61,2372,-2070,-1.55,0.00,936,-858,0.96,3.21,489,-370,6.72,-0.52,986,-681,1.52
2373,300251,光线传媒,21.10,-1.40, 文化传媒,-17.67,2373,-662,-1.40,-6.02,2012,-431,1.44,-5.14,2102,-228,5.39,-6.80,2237,-81,-1.68
2374,600638,新黄浦,13.91,-0.14, 房地产,-17.68,2374,-973,-0.14,-8.97,2244,-501,0.58,-6.54,2238,-248,2.73,-7.58,2326,-201,-1.49
2375,000566,海南海药,15.98,1.91, 医药行业,-17.78,2375,-1126,1.91,-9.92,2300,-1492,3.43,-8.07,2351,-229,4.51,-5.56,2084,-740,7.75
2376,002317,众生药业,20.84,-0.24, 医药行业,-17.80,2376,+144,-0.24,-20.75,2540,-5,-0.62,-15.86,2524,-10,1.41,-16.40,2545,-18,-1.23
2377,300164,通源石油,13.33,-0.60, 石油行业,-17.81,2377,-157,-0.60,-15.19,2481,-49,0.08,-10.93,2456,-50,4.14,-8.47,2382,-228,-4.31
2378,000650,仁和药业,5.45,-0.37, 医药行业,-17.84,2378,-92,-0.37,-11.04,2358,-1565,-0.37,-0.50,1334,-895,4.41,-3.74,1759,-777,1.68
2379,300292,吴通通讯,17.06,-1.22, 通讯行业,-17.85,2379,-996,-1.22,-7.97,2172,-166,-0.64,-8.17,2360,-463,0.24,-4.71,1949,-479,0.29
2380,300110,华仁药业,7.66,-0.26, 医药行业,-17.87,2380,-54,-0.26,-14.07,2463,+3,0.52,-12.26,2486,-10,3.79,-12.44,2511,-74,-1.42
2381,001696,宗申动力,7.93,-3.53, 交运设备,-17.89,2381,-1100,-3.53,-6.50,2058,-1388,16.79,-2.14,1677,-1310,39.61,-0.96,1090,-940,44.97
2382,300248,新开普,24.89,-3.38, 电子信息,-17.92,2382,-255,-3.38,-12.10,2401,-339,-2.81,-5.17,2105,-367,17.63,-5.56,2085,-249,21.12
2383,300179,四方达,9.51,-0.21, 材料行业,-17.95,2383,-254,-0.21,-5.58,1963,-1313,1.17,-1.02,1452,-894,5.43,-3.21,1631,-628,2.26
2384,000413,东旭光电,8.43,-1.06, 电子元件,-18.00,2384,+117,-1.06,-18.51,2528,-5,-1.63,-16.19,2528,-1,4.33,-13.11,2521,-38,2.18
2385,002519,银河电子,24.64,-1.28, 家电行业,-18.00,2385,+91,-1.28,-14.82,2474,-172,-1.95,-6.66,2246,-501,2.88,-5.20,2024,-388,-0.92
2386,002289,宇顺电子,20.75,-0.91, 电子元件,-18.03,2386,-330,-0.91,-13.23,2445,-95,-2.08,-10.24,2432,-53,1.82,-9.05,2413,-137,-3.13
2387,000506,中润资源,5.29,-2.94, 房地产,-18.14,2387,-132,-2.94,-14.64,2473,-15,-2.94,-14.64,2511,-512,-3.29,-5.56,2083,-1108,-4.86
2388,000632,三木集团,5.56,-1.42, 综合行业,-18.14,2388,-2190,-1.42,2.14,618,-560,1.83,5.56,247,-171,6.92,0.17,648,-341,2.96
2389,002424,贵州百灵,35.10,-1.10, 医药行业,-18.14,2389,-1594,-1.10,-5.25,1924,-991,2.18,-5.83,2176,+143,4.62,-6.87,2246,-157,0.86
2390,000985,大庆华科,15.11,0.27, 石油行业,-18.16,2390,-366,0.27,0.50,848,-548,5.66,-0.25,1277,-820,7.39,-0.09,891,-563,3.85
2391,000063,中兴通讯,14.33,-0.42, 通讯行业,-18.17,2391,-1433,-0.42,-7.09,2105,-1418,-0.21,-2.77,1777,-978,2.65,-5.43,2064,-208,0.07
2392,300073,当升科技,21.59,-2.79, 材料行业,-18.20,2392,-683,-2.79,-12.86,2429,-223,-1.64,-6.51,2233,-484,4.81,-4.52,1911,-864,3.65
2393,000683,远兴能源,4.30,-0.46, 化工行业,-18.21,2393,-2249,-0.46,1.69,672,-464,1.90,0.11,1005,-724,3.61,-4.35,1870,+138,0.70
2394,300115,长盈精密,22.69,-1.18, 电子元件,-18.23,2394,+11,-1.18,-13.61,2457,-202,-2.37,-7.04,2289,-814,-0.87,-2.10,1356,-238,3.51
2395,002385,大北农,13.66,-0.65, 农牧饲渔,-18.24,2395,-141,-0.65,-12.33,2410,-209,-0.80,-10.13,2426,-127,-2.50,-7.96,2354,-300,-2.29
2396,000656,金科股份,9.64,-1.63, 房地产,-18.25,2396,-2152,-1.63,-5.15,1912,-206,6.17,-5.94,2182,-545,6.28,-3.55,1709,-225,8.31
2397,000819,岳阳兴长,17.28,0.12, 石油行业,-18.26,2397,-830,0.12,-10.31,2325,-1282,-0.40,-6.42,2224,-188,2.07,-2.03,1337,-410,1.29
2398,600370,三房巷,7.86,-0.51, 纺织服装,-18.35,2398,-959,-0.51,-6.20,2036,-388,0.77,-4.45,2018,-426,4.94,-4.17,1846,-716,1.16
2399,000711,天伦置业,11.12,-2.46, 房地产,-18.36,2399,-1620,-2.46,-7.08,2104,-555,-1.33,-2.77,1778,-1386,-0.27,3.51,202,-94,42.02
2400,000581,威孚高科,26.83,-1.07, 汽车行业,-18.38,2400,-359,-1.07,-12.21,2408,-170,-0.52,-8.87,2386,-579,-0.48,-6.83,2242,-334,-0.33
2401,002701,奥瑞金,21.14,-0.98, 食品行业,-18.39,2401,-422,-0.98,-10.28,2322,-654,-0.61,-8.11,2356,-176,2.22,-8.15,2368,-48,-0.80
2402,002512,达华智能,16.91,-0.29, 电子元件,-18.39,2402,-166,-0.29,-11.26,2364,+67,-1.57,-13.15,2500,-17,-0.29,-8.20,2374,-191,0.65
2403,002400,省广股份,24.11,-1.91, 文化传媒,-18.42,2403,-1440,-1.91,-3.25,1646,-958,0.33,-0.50,1335,-792,5.42,-2.76,1534,-385,0.46
2404,002057,中钢天源,11.29,-1.14, 综合行业,-18.42,2404,-1966,-1.14,-7.82,2160,-301,-2.08,-4.48,2025,-232,0.98,-4.31,1865,+70,-0.88
2405,002341,新纶科技,20.54,-0.58, 材料行业,-18.42,2405,-137,-0.58,-13.40,2447,+36,0.20,-15.32,2519,-14,-0.29,-9.17,2416,-290,-3.20
2406,002465,海格通信,17.13,-0.35, 通讯行业,-18.43,2406,-998,-0.35,-7.97,2171,-1565,0.65,0.07,1011,-408,10.09,-2.36,1411,-457,6.93
2407,600719,大连热电,7.98,-0.25, 电力行业,-18.45,2407,-1577,-0.25,-5.63,1971,-978,2.31,-2.70,1762,-881,5.42,-2.66,1500,-365,3.91
2408,000541,佛山照明,12.60,0.08, 电子元件,-18.49,2408,-745,0.08,-18.30,2526,-200,-2.93,-9.06,2393,-989,5.00,-0.78,1047,-684,18.20
2409,002602,世纪华通,21.90,-0.90, 塑胶制品,-18.50,2409,-422,-0.90,-11.53,2375,-206,-2.88,-9.06,2395,-2,3.30,-11.82,2502,-9,-3.91
2410,600198,大唐电信,16.37,-1.86, 通讯行业,-18.56,2410,-812,-1.86,-8.89,2237,-107,-0.43,-10.28,2433,-38,0.68,-7.25,2288,-722,-2.21
2411,002477,雏鹰农牧,11.05,-1.95, 农牧饲渔,-18.66,2411,+2,-1.95,-16.17,2502,-108,-3.24,-12.91,2494,-68,-1.34,-12.05,2506,-1136,-7.30
2412,002295,精艺股份,9.45,-0.84, 有色金属,-18.67,2412,-40,-0.84,-12.59,2419,-749,-0.53,-6.55,2240,-431,2.61,-3.50,1692,-655,5.00
2413,000553,沙隆达Ａ,12.57,-0.32, 化工行业,-18.70,2413,+109,-0.32,-18.93,2531,-9,-0.40,-16.55,2532,-19,1.70,-15.04,2538,-10,-2.86
2414,600661,新南洋,29.79,-2.49, 综合行业,-18.76,2414,-190,-2.49,-11.61,2380,-484,-2.30,-4.82,2063,-978,3.33,-7.66,2335,-866,-5.16
2415,000707,双环科技,4.98,-0.80, 化工行业,-18.79,2415,-709,-0.80,-9.97,2305,-1,0.00,-12.05,2482,-35,1.84,-5.32,2048,-531,3.97
2416,300081,恒信移动,16.93,-1.46, 通讯行业,-18.80,2416,+17,-1.46,-13.06,2438,-187,-1.57,-4.31,2000,-15,2.79,-3.81,1782,-865,4.76
2417,300322,硕贝德,20.51,-1.35, 通讯行业,-18.82,2417,-586,-1.35,-11.37,2368,-30,-1.63,-6.18,2200,-1231,2.45,-2.98,1577,-411,8.18
2418,000519,江南红箭,15.81,-1.86, 机械行业,-18.83,2418,-2178,-1.86,-4.73,1868,-1381,-1.43,-0.50,1336,-736,4.56,-3.72,1752,-330,0.38
2419,002410,广联达,27.76,-1.14, 电子信息,-18.84,2419,-372,-1.14,-13.19,2442,-69,0.18,-7.18,2305,-215,4.20,-10.18,2453,-20,0.22
2420,002280,新世纪,36.00,-3.17, 电子信息,-18.87,2420,-335,-3.17,-11.87,2391,-182,-4.53,-6.21,2206,-462,15.53,-1.69,1256,-575,26.58
2421,002460,赣锋锂业,21.10,-0.61, 有色金属,-18.88,2421,+30,-0.61,-12.39,2413,-112,-1.26,-9.51,2407,-143,1.05,-9.76,2441,-103,-3.34
2422,002345,潮宏基,17.40,0.29, 工艺商品,-18.92,2422,+47,0.29,-18.47,2527,-39,-1.08,-14.15,2507,-58,-0.57,-10.49,2469,-40,-0.46
2423,002296,辉煌科技,31.80,-1.91, 通讯行业,-18.93,2423,-1451,-1.91,-4.61,1853,-1506,-1.70,-1.03,1455,-1190,4.81,4.07,158,-80,11.66
2424,000501,鄂武商Ａ,13.15,0.38, 商业百货,-18.95,2424,-77,0.38,-17.32,2518,-79,0.69,-10.65,2447,-286,2.33,-5.42,2061,-216,2.57
2425,000930,中粮生化,5.23,-2.61, 农牧饲渔,-19.05,2425,-2409,-2.61,3.80,443,-425,8.28,2.76,552,-527,11.75,-0.98,1098,-914,6.73
2426,601007,金陵饭店,9.45,-1.25, 旅游酒店,-19.08,2426,-328,-1.25,-6.41,2050,-445,1.07,-4.81,2062,-447,4.30,-3.78,1774,-707,-0.63
2427,000885,同力水泥,7.19,0.00, 水泥建材,-19.08,2427,+87,0.00,-18.66,2530,-26,-2.18,-12.38,2488,-225,-1.78,-6.56,2206,-880,-1.51
2428,300379,东方通,75.45,-2.77, 电子信息,-19.15,2428,-487,-2.77,-13.46,2450,-538,-3.33,-8.13,2358,-119,-0.30,-2.29,1398,-301,5.94
2429,600535,天士力,39.25,0.08, 医药行业,-19.17,2429,-69,0.08,-10.02,2309,-554,0.51,-5.82,2175,-358,2.83,-9.84,2446,-72,-0.96
2430,300206,理邦仪器,21.90,-3.01, 医药行业,-19.22,2430,-401,-3.01,-11.34,2367,-296,-2.88,-10.03,2424,-371,-1.79,-6.24,2171,-697,-2.49
2431,002484,江海股份,18.55,-1.38, 电子元件,-19.33,2431,-1626,-1.38,-9.22,2263,-160,0.32,-7.24,2310,-527,3.69,-12.45,2512,-22,-3.49
2432,300347,泰格医药,32.29,-1.55, 医药行业,-19.33,2432,-1621,-1.55,-4.45,1829,-995,-0.15,-4.03,1968,-1108,0.75,-1.44,1209,-696,-0.22
2433,000739,普洛药业,7.74,0.13, 医药行业,-19.39,2433,-133,0.13,-16.99,2515,-126,-0.39,-11.66,2475,-9,2.52,-6.65,2215,-531,1.18
2434,000695,滨海能源,14.55,-1.82, 电力行业,-19.44,2434,-1099,-1.82,-8.78,2232,-578,1.04,-6.39,2218,-206,3.56,-3.20,1629,-526,4.15
2435,002312,三泰电子,27.00,-0.07, 电子信息,-19.44,2435,+57,-0.07,-15.20,2482,-193,-2.70,-6.89,2279,-102,-0.74,-4.65,1942,+18,1.69
2436,600172,黄河旋风,7.47,-0.40, 材料行业,-19.53,2436,-1088,-0.40,-6.80,2079,-785,0.13,-4.75,2054,-722,2.61,-2.56,1470,-284,0.95
2437,000969,安泰科技,10.47,-0.48, 综合行业,-19.62,2437,-2210,-0.48,-6.15,2025,-190,0.38,-5.95,2183,-350,1.95,-5.29,2041,-189,3.66
2438,002639,雪人股份,17.60,-1.12, 机械行业,-19.72,2438,-239,-1.12,-10.89,2349,-766,-0.56,-0.22,1270,-632,7.65,0.22,630,-241,9.32
2439,002036,宜科科技,8.97,-0.33, 纺织服装,-19.74,2439,-544,-0.33,-4.41,1825,-992,1.13,0.09,1008,-384,5.90,-2.69,1518,-367,2.40
2440,600426,华鲁恒升,8.63,-1.26, 化工行业,-19.79,2440,-382,-1.26,-14.98,2475,-25,-1.03,-13.11,2499,-54,1.77,-11.28,2486,-37,-3.14
2441,000762,西藏矿业,15.60,-0.26, 有色金属,-19.83,2441,-128,-0.26,-14.34,2467,-18,0.00,-11.23,2463,-41,2.43,-12.72,2514,+4,-2.68
2442,000620,新华联,6.02,-0.33, 房地产,-19.99,2442,-285,-0.33,-15.38,2489,+1,1.01,-14.94,2513,-23,3.44,-17.75,2548,-6,-2.90
2443,601028,玉龙股份,14.28,-1.45, 钢铁行业,-20.01,2443,-1503,-1.45,-5.28,1927,-1442,-2.33,2.01,667,-247,2.22,1.64,399,-97,4.77
2444,000014,沙河股份,12.30,-0.81, 房地产,-20.10,2444,-3,-0.81,-17.47,2519,-177,-1.13,-8.57,2373,-370,0.41,-8.15,2370,-169,-1.20
2445,300136,信维通信,15.93,-0.62, 通讯行业,-20.13,2445,-1515,-0.62,-8.20,2194,-741,-1.18,-0.54,1350,-696,4.12,-0.27,929,-475,8.07
2446,600053,中江地产,9.21,-1.07, 房地产,-20.14,2446,-2118,-1.07,-4.40,1823,-1350,0.11,0.13,1004,-550,5.98,1.86,368,-167,7.59
2447,600743,华远地产,3.30,-1.79, 房地产,-20.22,2447,-2256,-1.79,-0.67,1251,-974,3.45,-1.81,1609,-1150,7.14,-3.02,1587,-1164,3.12
2448,000863,三湘股份,6.27,-0.48, 房地产,-20.36,2448,-977,-0.48,-5.51,1951,-1377,0.97,-3.57,1905,-964,3.29,-6.56,2205,-376,-0.95
2449,300098,高新兴,23.91,-2.01, 通讯行业,-20.46,2449,-1187,-2.01,-2.80,1575,-1306,0.80,3.51,444,-297,9.88,2.45,298,-142,7.27
2450,000802,北京旅游,14.29,-1.11, 旅游酒店,-20.49,2450,-1015,-1.11,-5.31,1933,-72,2.00,-5.79,2171,-171,4.31,-6.58,2208,-60,-5.05
2451,300005,探路者,16.49,-1.79, 纺织服装,-20.53,2451,-147,-1.79,-12.41,2415,-99,2.61,-9.65,2411,-329,5.77,-6.34,2188,-452,6.05
2452,002278,神开股份,11.73,-0.76, 机械行业,-20.54,2452,-650,-0.76,-1.76,1412,-687,1.21,-2.77,1779,-686,3.81,-0.95,1089,-497,3.99
2453,000889,茂业物流,8.22,-1.79, 商业百货,-20.56,2453,-516,-1.79,-8.14,2189,-1219,-0.72,-5.78,2169,-427,3.40,-7.35,2299,-518,-1.79
2454,300034,钢研高纳,22.32,-2.15, 材料行业,-20.58,2454,-1631,-2.15,-11.15,2362,-381,-2.53,-5.65,2157,+89,5.13,-1.36,1180,-472,15.05
2455,600628,新世界,9.89,-0.20, 商业百货,-20.71,2455,-542,-0.20,-9.95,2302,-464,-0.10,-3.85,1944,-1046,4.11,-4.66,1944,-234,2.81
2456,600149,廊坊发展,12.80,-3.61, 电子信息,-20.78,2456,-1723,-3.61,-4.11,1779,-1616,-0.39,1.89,687,-489,13.27,-1.01,1108,-877,2.98
2457,002411,九九久,9.09,-0.76, 化工行业,-20.79,2457,-821,-0.76,-12.57,2418,-463,-0.11,-8.01,2347,-190,3.65,-8.57,2387,-35,-2.99
2458,000616,亿城投资,3.97,-0.50, 房地产,-20.80,2458,-377,-0.50,-10.32,2326,-446,0.25,-7.26,2312,-251,2.85,-8.77,2396,+79,0.25
2459,300037,新宙邦,39.44,-1.20, 材料行业,-20.80,2459,-642,-1.20,-6.70,2071,-1483,0.15,-2.26,1693,-1159,3.98,-3.56,1711,-484,-1.65
2460,002576,通达动力,14.10,-1.19, 输配电气,-20.85,2460,-171,-1.19,-13.02,2436,-36,-2.02,-9.22,2399,-54,3.15,-7.06,2267,-243,2.17
2461,300100,双林股份,9.00,-0.88, 汽车行业,-20.90,2461,-2211,-0.88,-5.66,1974,-1306,-0.44,-1.48,1545,-953,2.39,-7.30,2294,-59,-1.32
2462,300376,易事特,74.00,-3.09, 输配电气,-20.91,2462,-2428,-3.09,3.75,455,-427,9.47,3.21,490,-451,13.90,-0.62,1012,-769,7.34
2463,002461,珠江啤酒,14.79,-0.94, 酿酒行业,-21.00,2463,+78,-0.94,-24.43,2547,-11,-1.07,-20.57,2543,-20,-2.83,-10.87,2477,-22,-7.91
2464,000795,太原刚玉,10.57,-0.28, 材料行业,-21.03,2464,-11,-0.28,-6.94,2094,-778,-0.94,-3.80,1936,-314,3.22,-1.92,1314,-622,2.03
2465,002123,荣信股份,9.02,1.35, 输配电气,-21.06,2465,-431,1.35,-12.15,2407,-531,3.56,-10.51,2442,-576,5.74,-11.72,2498,-64,-3.84
2466,600383,金地集团,9.29,0.98, 房地产,-21.10,2466,-677,0.98,-13.47,2451,-1388,2.20,-6.39,2217,-763,1.98,-6.84,2243,-405,1.86
2467,600827,百联股份,12.56,-1.41, 商业百货,-21.11,2467,-2183,-1.41,-8.31,2199,-1396,0.40,-6.71,2252,-1582,1.05,-6.77,2234,-607,-0.55
2468,600900,长江电力,7.66,-0.26, 电力行业,-21.12,2468,-2266,-0.26,0.58,841,-764,2.68,3.69,423,-348,2.82,2.03,348,-254,7.89
2469,002134,*ST普林,8.63,-0.23, 电子元件,-21.15,2469,-2323,-0.23,-3.81,1730,-1565,2.25,1.79,713,-537,5.76,-2.25,1390,+125,6.67
2470,002483,润邦股份,11.66,-0.93, 机械行业,-21.16,2470,+80,-0.93,-25.88,2549,-60,-5.13,-15.81,2521,-12,-1.60,-13.11,2522,-151,-2.18
2471,600468,百利电气,12.31,-1.36, 输配电气,-21.22,2471,-860,-1.36,-9.27,2266,-1231,-0.24,-5.71,2162,-395,2.75,-4.76,1960,-512,3.01
2472,002415,海康威视,20.35,-1.55, 仪器仪表,-21.25,2472,-2172,-1.55,-3.00,1602,-1245,1.95,-2.85,1788,-1162,2.78,-1.00,1104,-820,1.90
2473,000921,海信科龙,9.09,-0.33, 家电行业,-21.27,2473,-1812,-0.33,-7.41,2125,-1394,1.22,-3.79,1933,-869,3.89,-6.14,2160,+110,1.34
2474,600776,东方通信,10.17,0.00, 通讯行业,-21.30,2474,-26,0.00,-15.30,2485,-40,-0.39,-10.53,2445,+13,6.83,-11.58,2492,-31,-9.84
2475,000979,中弘股份,4.30,0.23, 房地产,-21.34,2475,-1825,0.23,-10.26,2320,-1006,0.70,-5.50,2137,-257,5.65,-6.21,2166,-244,2.14
2476,002399,海普瑞,21.80,-1.00, 医药行业,-21.40,2476,-762,-1.00,-8.58,2222,-538,-0.23,-5.04,2089,-686,1.02,-3.10,1603,-475,3.27
2477,600509,天富能源,8.88,-1.00, 电力行业,-21.42,2477,-1189,-1.00,-7.33,2118,-1773,-1.33,-0.52,1341,-804,0.68,-0.42,958,-386,0.68
2478,000919,金陵药业,14.01,-1.75, 医药行业,-21.42,2478,-1950,-1.75,-9.61,2285,-361,-0.71,-3.60,1908,-1038,3.47,-1.31,1167,-1033,3.39
2479,000540,中天城投,7.20,-0.55, 房地产,-21.49,2479,-1109,-0.55,-12.56,2417,-433,0.00,-8.74,2380,-334,3.45,-9.29,2426,-21,0.42
2480,300169,天晟新材,12.00,-1.48, 塑胶制品,-21.49,2480,-2341,-1.48,-1.43,1365,-1077,3.99,-0.15,1257,-966,9.29,-0.90,1079,-728,6.38
2481,002563,森马服饰,30.99,-0.77, 纺织服装,-21.50,2481,-2427,-0.77,2.20,609,-485,2.34,2.09,658,-506,5.02,-0.89,1077,-739,2.58
2482,600557,康缘药业,26.55,-1.04, 医药行业,-21.53,2482,-726,-1.04,-15.15,2479,-157,-1.48,-8.94,2389,-493,0.30,-5.36,2051,-590,-1.81
2483,002527,新时达,19.17,-0.57, 机械行业,-21.54,2483,-216,-0.57,-10.24,2319,-194,-0.05,-7.82,2338,-308,2.51,-9.04,2412,-453,-2.64
2484,603766,隆鑫通用,13.16,-2.01, 机械行业,-21.62,2484,-76,-2.01,-12.67,2424,-224,-0.98,-10.24,2431,-196,-1.86,-7.49,2310,-359,6.82
2485,002715,登云股份,29.63,-0.94, 汽车行业,-21.64,2485,-1612,-0.94,-4.98,1896,-1126,1.26,-3.38,1877,-1006,5.56,-4.47,1903,-242,-1.98
2486,600686,金龙汽车,11.25,-0.44, 汽车行业,-21.70,2486,+27,-0.44,-14.42,2471,-64,-1.66,-9.61,2410,-222,-0.35,-2.50,1447,-725,-3.93
2487,000516,开元投资,7.78,-0.64, 商业百货,-21.80,2487,-1499,-0.64,-10.28,2321,-16,0.26,-10.13,2425,-18,2.23,-7.65,2332,-1003,-0.89
2488,002459,*ST天业,12.18,-1.54, 机械行业,-22.04,2488,+7,-1.54,-10.75,2342,-226,-0.41,-12.51,2491,-6,0.25,-9.28,2425,-80,-2.17
2489,600984,建设机械,7.41,0.14, 机械行业,-22.10,2489,-665,0.14,-11.87,2392,-487,1.79,-6.40,2219,-583,5.86,-3.79,1778,-580,4.96
2490,600096,云天化,9.01,-1.74, 化工行业,-22.14,2490,-882,-1.74,-12.69,2425,-88,-1.21,-11.54,2472,-312,1.35,-11.17,2484,-14,-1.53
2491,000593,大通燃气,7.24,-0.69, 公用事业,-22.15,2491,-1867,-0.69,-7.89,2165,-220,0.98,-6.99,2285,-450,3.28,-8.81,2400,-424,-0.14
2492,600367,红星发展,10.97,0.18, 化工行业,-22.18,2492,-573,0.18,-16.70,2509,-92,-1.08,-11.82,2479,-25,2.33,-9.73,2439,-1176,-7.35
2493,600184,光电股份,31.00,-2.64, 航天航空,-22.26,2493,-828,-2.64,-12.29,2409,-567,-5.40,-2.62,1747,-1312,8.96,-0.59,1004,-679,12.40
2494,000702,正虹科技,7.29,-2.80, 农牧饲渔,-22.33,2494,-14,-2.80,-16.36,2504,-95,-3.83,-13.67,2506,-28,-1.88,-10.45,2464,-203,0.97
2495,600373,中文传媒,16.14,-1.53, 文化传媒,-22.34,2495,-522,-1.53,-9.46,2279,-620,-0.68,-4.85,2067,-221,2.41,-7.71,2340,-32,-3.64
2496,603111,康尼机电,19.16,-2.69, 交运设备,-22.64,2496,-2413,-2.69,0.14,908,-696,4.99,0.53,940,-738,10.50,-2.77,1538,-288,8.07
2497,300014,亿纬锂能,17.88,-1.54, 电子元件,-22.94,2497,-2034,-1.54,-9.69,2289,-578,0.68,-9.28,2401,-217,3.47,-7.97,2355,-259,-1.76
2498,300198,纳川股份,8.13,-0.25, 水泥建材,-22.97,2498,-540,-0.25,-13.03,2437,-263,0.87,-10.39,2436,+5,4.50,-5.28,2039,-333,4.10
2499,000856,冀东装备,8.25,-1.79, 机械行业,-23.07,2499,-393,-1.79,-13.46,2449,-175,-2.37,-8.61,2375,-193,3.25,-4.88,1975,-922,-1.79
2500,600251,冠农股份,17.22,-0.86, 农牧饲渔,-23.08,2500,-1800,-0.86,-9.18,2261,-910,0.82,-7.09,2292,-624,3.05,-7.99,2357,-234,-1.43
2501,002480,新筑股份,9.20,-0.65, 机械行业,-23.09,2501,-42,-0.65,-16.48,2507,-29,-1.92,-11.28,2465,-41,2.79,-7.14,2277,-117,7.23
2502,600791,京能置业,5.18,-0.38, 房地产,-23.13,2502,-915,-0.38,-10.30,2323,-10,0.97,-8.23,2361,-263,3.60,-7.88,2348,-306,1.37
2503,000061,农 产 品,10.47,-0.10, 农牧饲渔,-23.14,2503,-3,-0.10,-15.22,2484,-48,1.06,-14.26,2508,-17,2.35,-12.91,2517,-21,-0.10
2504,300253,卫宁软件,44.10,-0.85, 电子信息,-23.19,2504,+26,-0.85,-23.95,2546,+2,-1.30,-24.91,2551,-4,-4.81,-16.07,2543,-10,-0.79
2505,600330,天通股份,12.58,-1.33, 电子元件,-23.27,2505,-2370,-1.33,-3.07,1614,-1098,0.24,-3.66,1915,-996,1.94,-0.91,1081,-613,3.28
2506,300264,佳创视讯,10.29,-2.00, 文化传媒,-23.35,2506,+15,-2.00,-20.15,2538,-28,-2.74,-16.35,2529,-22,-0.58,-9.44,2431,-40,3.52
2507,000918,嘉凯城,2.94,-0.34, 房地产,-23.48,2507,-1966,-0.34,-8.90,2238,-489,0.68,-5.96,2186,-1166,2.44,-5.78,2119,-309,0.00
2508,600389,江山股份,31.49,-0.63, 化工行业,-23.58,2508,-1609,-0.63,-10.80,2344,-254,1.22,-11.16,2462,-89,2.81,-10.82,2475,-69,-1.90
2509,300074,华平股份,17.89,-2.45, 通讯行业,-23.61,2509,-1813,-2.45,-9.02,2249,-449,0.11,-6.75,2258,-599,4.50,-5.60,2094,-1046,-0.39
2510,300366,创意信息,45.81,-1.44, 电子信息,-23.68,2510,-1785,-1.44,-1.02,1303,-1106,1.91,1.25,802,-570,7.41,-2.41,1425,-798,-1.48
2511,300337,银邦股份,18.40,-3.16, 材料行业,-23.85,2511,+16,-3.16,-17.75,2523,-48,4.55,-15.29,2518,-3,10.25,-14.04,2527,-40,3.90
2512,000710,天兴仪表,12.70,-1.55, 仪器仪表,-23.89,2512,-551,-1.55,-7.50,2134,-498,-1.17,-5.63,2153,-1690,2.58,-1.90,1309,-333,12.69
2513,000923,河北宣工,8.93,-1.54, 机械行业,-23.92,2513,-643,-1.54,-6.20,2035,-1299,2.29,-1.61,1566,-939,7.98,-4.58,1922,-727,-0.56
2514,002314,雅致股份,5.25,-1.32, 水泥建材,-23.95,2514,-1240,-1.32,-8.01,2175,-1284,0.00,-4.84,2066,-1105,1.94,-2.52,1458,-75,2.94
2515,000590,紫光古汉,14.92,-1.91, 医药行业,-23.95,2515,-2395,-1.91,-4.17,1788,-1396,0.27,-0.83,1412,-989,3.97,-4.56,1916,-298,0.88
2516,600019,宝钢股份,4.54,0.67, 钢铁行业,-24.23,2516,-372,0.67,-12.00,2397,-825,-0.22,-4.25,1993,-476,2.48,-9.47,2434,-20,-0.44
2517,600155,宝硕股份,8.51,-3.51, 化工行业,-24.34,2517,-2331,-3.51,-1.87,1426,-1333,0.00,0.95,847,-698,8.96,-4.37,1874,-563,0.24
2518,600636,三爱富,15.21,-2.19, 化工行业,-24.34,2518,-1572,-2.19,-10.52,2336,-519,-0.52,-7.45,2325,-345,0.80,-2.79,1539,-451,8.64
2519,000858,五 粮 液,19.41,-0.67, 酿酒行业,-24.51,2519,-1032,-0.67,-8.11,2186,-1931,0.41,-1.78,1600,-1156,3.63,-6.38,2195,-294,-0.15
2520,300166,东方国信,24.91,-2.92, 电子信息,-24.84,2520,-1779,-2.92,-3.38,1660,-1332,-1.93,1.45,768,-495,5.91,3.24,228,-139,7.60
