O,S,N,P,R,IN,AA,TDI,TDO,TDN,TDP,DI,DO,DN,DP,MI,MO,MN,MP,SI,SO,SN,SP
O,S,N,P,R,InNet,Aggregate Auction,TeDa,TeDa,TeDa,TeDa,Da,Da,Da,Da,Middle,Middle,Middle,Middle,Small,Small,Small,Small
序,代码,名称,最新,涨幅%,主力净流入,集合竞价,超大单流入,超大单流出,超大单净额,超大单净占比%,大单流入,大单流出,大单净额,大单净占比%,中单流入,中单流出,中单净额,中单净占比%,小单流入,小单流出,小单净额,小单净占比%
1593,600601,方正科技,4.11,0.49,-403万,53,1398万,-1136万,262万,1.66,4174万,-4839万,-665万,-4.20,5742万,-5700万,41万,0.26,4458万,-4096万,362万,2.29
1594,603369,今世缘,27.10,-0.29,-405万,36,48万,-267万,-220万,-2.87,1584万,-1769万,-185万,-2.42,3180万,-3255万,-75万,-0.98,2805万,-2325万,480万,6.27
1595,002200,云投生态,15.80,-0.06,-406万,58,148万,-243万,-94万,-3.03,335万,-647万,-312万,-10.02,1548万,-1482万,66万,2.12,1021万,-681万,340万,10.93
1596,300172,中电环保,19.78,-0.65,-407万,106,0万,-103万,-103万,-1.12,1267万,-1572万,-304万,-3.30,4195万,-4437万,-242万,-2.62,3655万,-3005万,649万,7.04
1597,601933,永辉超市,7.73,0.39,-408万,256,473万,-1437万,-964万,-4.59,5566万,-5010万,556万,2.65,7588万,-6818万,770万,3.67,7100万,-7462万,-362万,-1.72
1598,600729,重庆百货,21.23,0.71,-409万,8,673万,-857万,-184万,-1.61,3310万,-3535万,-225万,-1.96,4873万,-4305万,567万,4.97,2563万,-2722万,-159万,-1.39
1599,600370,三房巷,7.86,-0.51,-409万,9,0万,-140万,-140万,-6.28,437万,-706万,-269万,-12.07,893万,-827万,67万,3.00,887万,-545万,342万,15.35
1600,600180,瑞茂通,11.99,0.59,-410万,23,303万,-332万,-29万,-0.26,2560万,-2941万,-381万,-3.42,5036万,-4583万,453万,4.07,3210万,-3253万,-43万,-0.39
1601,600178,*ST东安,5.51,-0.36,-412万,2,0万,0万,0万,0.00,546万,-958万,-412万,-16.56,1030万,-986万,44万,1.78,911万,-543万,368万,14.77
1602,000850,华茂股份,5.13,0.59,-412万,41,347万,-587万,-240万,-4.08,1234万,-1406万,-173万,-2.94,2636万,-2216万,421万,7.16,1616万,-1624万,-8万,-0.14
1603,300067,安诺其,9.62,-0.10,-413万,110,0万,-252万,-252万,-3.20,1674万,-1835万,-161万,-2.05,3422万,-3393万,29万,0.37,2653万,-2269万,384万,4.89
1604,300116,坚瑞消防,7.93,-1.12,-414万,111,0万,-103万,-103万,-2.33,631万,-942万,-311万,-6.99,1703万,-1961万,-259万,-5.82,1998万,-1326万,673万,15.14
1605,000011,深物业A,7.99,-0.62,-414万,54,105万,-140万,-36万,-0.99,448万,-827万,-379万,-10.50,1543万,-1533万,10万,0.29,1457万,-1053万,404万,11.20
1606,600053,中江地产,9.21,-1.07,-415万,56,0万,0万,0万,0.00,284万,-699万,-415万,-20.14,1028万,-807万,221万,10.75,690万,-497万,193万,9.39
1607,000619,海螺型材,7.49,0.13,-415万,37,0万,-149万,-149万,-4.08,395万,-662万,-266万,-7.31,1512万,-1416万,95万,2.61,1701万,-1381万,320万,8.78
1608,300324,旋极信息,32.66,10.00,-416万,447,1335万,-1141万,194万,1.43,3808万,-4418万,-610万,-4.49,4979万,-4791万,188万,1.39,3003万,-2776万,227万,1.68
1609,300244,迪安诊断,43.34,-0.94,-416万,47,122万,0万,122万,3.26,702万,-1240万,-538万,-14.36,1561万,-1513万,48万,1.27,1314万,-946万,368万,9.83
1610,600833,第一医药,12.62,-0.24,-417万,11,0万,-8万,-8万,-0.11,1135万,-1544万,-409万,-5.91,3251万,-2775万,476万,6.87,2527万,-2586万,-59万,-0.85
1611,002533,金杯电工,5.53,-0.72,-418万,55,334万,-106万,228万,5.01,585万,-1231万,-646万,-14.21,1542万,-1687万,-145万,-3.18,2032万,-1469万,563万,12.38
1612,600758,红阳能源,8.47,-0.47,-419万,18,0万,0万,0万,0.00,205万,-624万,-419万,-13.25,1543万,-1382万,161万,5.09,1397万,-1139万,258万,8.17
1613,300370,安控科技,28.53,-1.79,-419万,112,1万,-134万,-133万,-2.49,1158万,-1444万,-286万,-5.34,2204万,-2313万,-108万,-2.02,1883万,-1355万,528万,9.85
1614,002705,新宝股份,15.32,-0.52,-421万,116,493万,-206万,287万,3.39,1095万,-1802万,-708万,-8.37,3748万,-3578万,170万,2.01,2999万,-2748万,251万,2.97
1615,600291,西水股份,11.20,-0.27,-421万,0,516万,-277万,240万,3.38,1587万,-2248万,-661万,-9.30,2831万,-2927万,-96万,-1.36,2167万,-1649万,517万,7.28
1616,002213,特 尔 佳,13.11,-1.06,-421万,62,0万,-241万,-241万,-5.21,1080万,-1259万,-179万,-3.87,1937万,-2123万,-187万,-4.03,1554万,-947万,608万,13.12
1617,600054,黄山旅游,14.27,0.28,-422万,17,0万,0万,0万,0.00,430万,-852万,-422万,-9.50,2073万,-2087万,-14万,-0.31,1923万,-1487万,436万,9.81
1618,002041,登海种业,32.22,-1.23,-424万,68,1391万,-1796万,-404万,-3.30,3800万,-3819万,-19万,-0.16,4049万,-4366万,-317万,-2.59,2932万,-2191万,740万,6.05
1619,002372,伟星新材,13.32,-0.45,-425万,66,0万,0万,0万,0.00,227万,-652万,-425万,-13.12,1253万,-1521万,-267万,-8.26,1692万,-1000万,692万,21.37
1620,000818,方大化工,3.85,1.58,-426万,88,792万,-835万,-43万,-0.46,1599万,-1982万,-383万,-4.14,3616万,-3291万,325万,3.51,3169万,-3068万,100万,1.08
1621,002498,汉缆股份,8.39,-0.47,-427万,36,10万,0万,10万,0.28,264万,-702万,-437万,-12.29,1677万,-1609万,68万,1.90,1569万,-1210万,359万,10.10
1622,600882,华联矿业,8.54,0.35,-429万,36,0万,-752万,-752万,-7.69,2355万,-2032万,323万,3.30,4333万,-4573万,-240万,-2.45,3061万,-2393万,669万,6.84
1623,601313,江南嘉捷,8.57,0.35,-430万,87,0万,-127万,-127万,-1.97,918万,-1221万,-303万,-4.70,3229万,-3054万,175万,2.71,2208万,-1952万,255万,3.96
1624,300387,富邦股份,50.17,-2.32,-432万,124,398万,0万,398万,4.62,1352万,-2182万,-830万,-9.63,3684万,-4153万,-469万,-5.44,3062万,-2162万,900万,10.44
1625,600589,广东榕泰,5.61,-0.53,-432万,79,475万,-821万,-347万,-5.27,1361万,-1446万,-85万,-1.29,2775万,-2501万,274万,4.16,1891万,-1733万,158万,2.40
1626,002601,佰利联,21.89,0.00,-432万,88,0万,-164万,-164万,-2.97,967万,-1235万,-268万,-4.85,2769万,-2551万,218万,3.95,1701万,-1488万,214万,3.87
1627,002072,德棉股份,10.01,1.32,-432万,84,628万,-1207万,-579万,-8.70,2083万,-1936万,146万,2.20,2597万,-2250万,348万,5.23,1260万,-1176万,85万,1.27
1628,002630,华西能源,21.82,1.49,-433万,93,969万,-651万,318万,3.17,2718万,-3469万,-751万,-7.49,4413万,-4038万,374万,3.73,1829万,-1771万,59万,0.58
1629,000415,渤海租赁,8.96,0.45,-434万,184,755万,-683万,72万,0.45,4715万,-5221万,-506万,-3.19,7072万,-6602万,470万,2.96,3117万,-3153万,-36万,-0.23
1630,002191,劲嘉股份,15.49,-0.32,-435万,506,1074万,-1167万,-94万,-0.46,5930万,-6271万,-341万,-1.70,8068万,-8346万,-278万,-1.38,4555万,-3843万,712万,3.54
1631,300187,永清环保,35.39,0.80,-438万,170,582万,-476万,106万,1.30,2119万,-2663万,-544万,-6.67,3277万,-3097万,180万,2.20,2012万,-1754万,258万,3.16
1632,000813,天山纺织,9.08,0.11,-439万,171,1394万,-2159万,-765万,-4.67,6550万,-6224万,327万,1.99,4909万,-5203万,-293万,-1.79,3354万,-2622万,732万,4.46
1633,600802,福建水泥,7.14,0.56,-439万,12,2123万,-901万,1222万,8.64,3872万,-5533万,-1661万,-11.75,4499万,-4495万,4万,0.03,3626万,-3191万,436万,3.08
1634,600555,九龙山,3.68,-0.54,-439万,34,0万,-210万,-210万,-5.02,727万,-956万,-230万,-5.49,1698万,-1753万,-54万,-1.30,1723万,-1229万,494万,11.81
1635,601003,柳钢股份,2.80,3.70,-441万,14,190万,-946万,-756万,-14.21,1566万,-1251万,316万,5.93,1999万,-1663万,336万,6.31,1555万,-1449万,105万,1.98
1636,000972,新中基,4.45,-0.45,-443万,68,0万,0万,0万,0.00,613万,-1056万,-443万,-10.44,1863万,-1863万,-0万,-0.00,1677万,-1234万,443万,10.44
1637,000700,模塑科技,12.56,0.16,-443万,84,126万,-238万,-113万,-1.73,837万,-1167万,-331万,-5.07,3493万,-3075万,418万,6.42,1975万,-1950万,25万,0.38
1638,300031,宝通带业,7.05,-0.14,-444万,96,0万,-223万,-223万,-3.27,1234万,-1455万,-220万,-3.23,2729万,-2849万,-120万,-1.75,2770万,-2207万,563万,8.25
1639,600785,新华百货,12.43,0.16,-444万,59,110万,-190万,-80万,-1.54,891万,-1256万,-364万,-7.03,2159万,-2060万,99万,1.91,1960万,-1615万,346万,6.67
1640,600399,抚顺特钢,21.21,6.80,-445万,570,8151万,-7789万,362万,0.61,1.89亿,-1.97亿,-807万,-1.36,1.92亿,-1.91亿,119万,0.20,1.27亿,-1.24亿,326万,0.55
1641,600206,有研新材,12.96,0.00,-445万,18,208万,-319万,-111万,-1.24,2557万,-2891万,-334万,-3.71,3764万,-3731万,34万,0.37,2468万,-2056万,412万,4.57
1642,300057,万顺股份,11.00,-0.36,-446万,78,0万,0万,0万,0.00,735万,-1181万,-446万,-10.56,1978万,-1719万,259万,6.14,1430万,-1243万,187万,4.43
1643,002177,御银股份,6.26,-0.16,-448万,124,105万,-422万,-317万,-2.44,2586万,-2717万,-131万,-1.01,4899万,-5185万,-287万,-2.20,5292万,-4558万,735万,5.65
1644,002062,宏润建设,4.95,-0.80,-449万,21,0万,-249万,-249万,-7.50,469万,-669万,-201万,-6.05,1498万,-1262万,237万,7.15,1326万,-1114万,212万,6.41
1645,600738,兰州民百,6.44,0.00,-449万,1,0万,0万,0万,0.00,486万,-936万,-449万,-10.27,2389万,-2142万,247万,5.64,1500万,-1297万,203万,4.63
1646,002256,彩虹精化,10.65,-1.02,-451万,565,1108万,-590万,518万,2.01,5652万,-6621万,-969万,-3.77,1.16亿,-1.05亿,1111万,4.32,6699万,-7359万,-660万,-2.57
1647,300044,赛为智能,19.04,-0.73,-451万,267,0万,0万,0万,0.00,389万,-841万,-451万,-10.28,2093万,-1821万,271万,6.18,1640万,-1461万,180万,4.09
1648,600748,上实发展,8.31,0.12,-453万,11,4万,-404万,-400万,-4.72,2031万,-2083万,-53万,-0.62,4193万,-3929万,264万,3.11,2240万,-2051万,189万,2.23
1649,601777,力帆股份,8.75,0.23,-453万,45,0万,-222万,-222万,-3.04,1006万,-1237万,-231万,-3.16,3439万,-3145万,294万,4.02,2821万,-2662万,159万,2.18
1650,603003,龙宇燃油,14.24,-1.04,-454万,14,0万,-372万,-372万,-6.28,1339万,-1421万,-83万,-1.40,2214万,-2229万,-15万,-0.25,2353万,-1884万,469万,7.92
1651,002438,江苏神通,17.81,0.74,-454万,182,141万,-248万,-106万,-1.43,976万,-1324万,-348万,-4.69,2878万,-3008万,-130万,-1.76,3233万,-2648万,585万,7.88
1652,600723,首商股份,6.78,-0.15,-455万,12,165万,-365万,-200万,-3.89,902万,-1157万,-255万,-4.95,2284万,-1936万,348万,6.76,1784万,-1677万,108万,2.09
1653,002357,富临运业,15.94,0.82,-456万,18,751万,-428万,322万,4.36,3004万,-3783万,-779万,-10.52,2760万,-2444万,315万,4.26,868万,-727万,141万,1.91
1654,000789,江西水泥,9.99,0.00,-457万,86,139万,-446万,-307万,-4.68,1940万,-2090万,-150万,-2.29,2635万,-2417万,217万,3.31,1759万,-1519万,240万,3.66
1655,002265,西仪股份,10.25,-1.91,-458万,33,0万,0万,0万,0.00,426万,-884万,-458万,-13.28,1442万,-1560万,-118万,-3.42,1546万,-970万,576万,16.70
1656,000950,建峰化工,4.61,-0.86,-459万,25,0万,-85万,-85万,-2.70,866万,-1240万,-375万,-11.97,1407万,-1137万,270万,8.63,830万,-641万,189万,6.04
1657,002555,顺荣股份,42.58,0.54,-460万,159,523万,-344万,180万,3.31,1214万,-1854万,-639万,-11.78,1728万,-1768万,-40万,-0.73,1803万,-1303万,499万,9.20
1658,002632,道明光学,16.50,-1.02,-461万,148,0万,0万,0万,0.00,565万,-1026万,-461万,-12.20,1578万,-1571万,7万,0.19,1488万,-1034万,454万,12.00
1659,002643,烟台万润,13.18,-0.38,-463万,51,7万,-341万,-334万,-8.80,844万,-973万,-129万,-3.39,1335万,-1290万,46万,1.20,1564万,-1146万,418万,10.99
1660,600273,华芳纺织,10.01,1.83,-464万,2,402万,-76万,327万,3.94,1890万,-2681万,-790万,-9.52,3531万,-3393万,138万,1.66,2473万,-2147万,326万,3.93
1661,300257,开山股份,39.71,-0.63,-465万,171,323万,-839万,-516万,-8.82,2268万,-2216万,51万,0.88,2281万,-2011万,270万,4.61,813万,-618万,195万,3.33
1662,000885,同力水泥,7.19,0.00,-465万,35,0万,-39万,-39万,-1.59,498万,-924万,-426万,-17.49,986万,-855万,131万,5.39,918万,-584万,334万,13.69
1663,601005,重庆钢铁,2.79,-1.06,-465万,8,114万,-249万,-135万,-4.75,418万,-748万,-330万,-11.62,1443万,-1050万,393万,13.83,859万,-787万,72万,2.54
1664,002446,盛路通信,26.20,0.34,-467万,46,383万,-517万,-134万,-1.96,1133万,-1466万,-332万,-4.84,2975万,-2789万,185万,2.70,2326万,-2045万,281万,4.10
1665,300119,瑞普生物,10.85,0.18,-468万,111,27万,-5万,23万,0.42,1191万,-1681万,-490万,-8.97,2128万,-2217万,-89万,-1.63,2007万,-1450万,557万,10.19
1666,002382,蓝帆医疗,22.73,-1.30,-468万,52,0万,-328万,-328万,-7.13,1000万,-1140万,-140万,-3.05,2308万,-2093万,216万,4.69,1235万,-983万,252万,5.49
1667,002622,永大集团,15.61,-0.26,-469万,92,0万,0万,0万,0.00,850万,-1319万,-469万,-11.35,1806万,-1677万,129万,3.12,1377万,-1037万,340万,8.23
1668,002134,*ST普林,8.63,-0.23,-471万,23,0万,0万,0万,0.00,355万,-827万,-471万,-21.15,1113万,-859万,254万,11.39,738万,-520万,218万,9.76
1669,002696,百洋股份,12.13,-0.41,-472万,69,0万,-2万,-2万,-0.05,552万,-1022万,-469万,-10.02,2297万,-2126万,171万,3.65,1764万,-1464万,301万,6.42
1670,002220,天宝股份,7.23,0.00,-473万,177,216万,-301万,-85万,-2.22,592万,-980万,-388万,-10.15,1319万,-1408万,-89万,-2.33,1502万,-941万,562万,14.70
1671,002189,利达光电,13.64,0.66,-474万,161,122万,-199万,-77万,-1.22,1102万,-1499万,-397万,-6.28,2952万,-2748万,205万,3.24,1982万,-1713万,269万,4.26
1672,002418,康盛股份,11.96,0.50,-475万,15,2万,-124万,-122万,-3.40,929万,-1282万,-353万,-9.82,1675万,-1328万,347万,9.66,971万,-843万,128万,3.56
1673,002684,猛狮科技,26.91,-0.81,-476万,53,66万,-111万,-45万,-1.16,941万,-1372万,-431万,-11.18,1564万,-1512万,52万,1.35,1229万,-806万,424万,10.99
1674,002056,横店东磁,22.28,0.04,-480万,351,333万,-905万,-572万,-2.95,6593万,-6501万,92万,0.47,8243万,-7679万,564万,2.91,3864万,-3947万,-84万,-0.43
1675,002370,亚太药业,15.16,-0.46,-481万,40,9万,0万,9万,0.22,711万,-1201万,-490万,-11.55,2146万,-1957万,190万,4.47,1330万,-1039万,291万,6.86
1676,300209,天泽信息,19.20,-0.78,-482万,32,0万,0万,0万,0.00,645万,-1127万,-482万,-14.69,1437万,-1256万,181万,5.53,1168万,-867万,301万,9.16
1677,600006,东风汽车,4.44,0.00,-484万,131,1382万,-1939万,-557万,-2.65,6871万,-6798万,73万,0.35,7848万,-7162万,686万,3.26,4802万,-5005万,-202万,-0.96
1678,002663,普邦园林,13.57,-0.37,-485万,103,99万,-302万,-203万,-3.36,1068万,-1350万,-282万,-4.68,2859万,-2746万,114万,1.88,1893万,-1521万,371万,6.16
1679,000034,深信泰丰,7.10,-0.56,-486万,38,313万,-338万,-25万,-0.58,520万,-981万,-461万,-10.71,1510万,-1735万,-225万,-5.23,1928万,-1217万,711万,16.51
1680,600763,通策医疗,46.35,-1.90,-487万,8,784万,-661万,123万,2.53,895万,-1505万,-610万,-12.52,1469万,-977万,492万,10.09,1716万,-1720万,-5万,-0.10
1681,600983,合肥三洋,14.10,-1.33,-488万,9,0万,-113万,-113万,-2.52,686万,-1061万,-375万,-8.37,1817万,-1604万,213万,4.75,1964万,-1689万,275万,6.14
1682,600231,凌钢股份,3.33,0.30,-492万,5,26万,0万,26万,0.82,376万,-894万,-518万,-16.49,1749万,-1460万,289万,9.20,988万,-785万,203万,6.47
1683,000893,东凌粮油,12.18,1.92,-494万,352,3115万,-3716万,-600万,-2.91,4861万,-4755万,106万,0.52,6881万,-6538万,343万,1.67,5386万,-5235万,151万,0.73
1684,300141,和顺电气,17.09,-2.06,-497万,69,0万,0万,0万,0.00,295万,-791万,-497万,-11.03,2162万,-2165万,-2万,-0.05,1977万,-1478万,499万,11.08
1685,601566,九牧王,12.35,0.24,-498万,36,0万,-248万,-248万,-3.98,1133万,-1384万,-250万,-4.02,2948万,-2482万,466万,7.47,2112万,-2079万,33万,0.53
1686,002611,东方精工,13.01,-0.91,-499万,92,12万,-234万,-222万,-3.81,1246万,-1523万,-277万,-4.75,2411万,-2344万,67万,1.15,2071万,-1639万,432万,7.41
1687,002532,新界泵业,12.02,0.92,-502万,310,3054万,-1199万,1855万,10.36,2645万,-5002万,-2356万,-13.17,6269万,-6309万,-40万,-0.23,5619万,-5077万,542万,3.03
1688,300250,初灵信息,31.25,-2.92,-502万,112,0万,-94万,-94万,-2.20,962万,-1370万,-408万,-9.57,1793万,-1726万,67万,1.58,1396万,-962万,434万,10.19
1689,600654,飞乐股份,10.54,-0.09,-502万,233,430万,-1350万,-921万,-7.06,4067万,-3648万,419万,3.21,5625万,-5017万,608万,4.66,2694万,-2800万,-106万,-0.81
1690,600655,豫园商城,8.14,0.62,-503万,23,681万,-1564万,-883万,-7.72,3342万,-2962万,380万,3.32,3748万,-3938万,-191万,-1.67,3648万,-2954万,694万,6.06
1691,600392,盛和资源,20.62,0.44,-505万,13,386万,-432万,-46万,-0.38,4105万,-4564万,-459万,-3.78,4978万,-4785万,193万,1.59,2648万,-2336万,312万,2.57
1692,300380,安硕信息,48.73,-0.96,-508万,74,0万,-217万,-217万,-4.53,994万,-1285万,-291万,-6.07,2190万,-2244万,-54万,-1.12,1537万,-975万,562万,11.72
1693,002109,兴化股份,5.53,0.00,-510万,51,0万,-110万,-110万,-3.65,426万,-826万,-400万,-13.29,1417万,-1182万,235万,7.82,1113万,-839万,274万,9.12
1694,000990,诚志股份,15.97,0.13,-510万,123,0万,-267万,-267万,-6.58,1123万,-1366万,-243万,-5.97,2017万,-1176万,842万,20.70,803万,-1134万,-332万,-8.16
1695,600890,中房股份,7.31,-2.01,-511万,2,0万,-306万,-306万,-8.08,678万,-883万,-205万,-5.42,1795万,-1568万,227万,6.00,1310万,-1026万,284万,7.50
1696,002205,国统股份,16.27,0.62,-511万,112,0万,0万,0万,0.00,397万,-909万,-511万,-9.00,3272万,-2620万,652万,11.48,1898万,-2039万,-141万,-2.48
1697,600676,交运股份,6.35,0.47,-513万,7,128万,-133万,-6万,-0.10,817万,-1325万,-508万,-9.20,2307万,-2090万,217万,3.93,2261万,-1964万,296万,5.37
1698,600209,罗顿发展,9.07,0.33,-513万,37,950万,-2705万,-1755万,-9.53,5562万,-4320万,1241万,6.74,7488万,-6922万,566万,3.07,4385万,-4438万,-53万,-0.29
1699,002657,中科金财,41.59,-1.91,-515万,72,0万,-2万,-2万,-0.03,1570万,-2083万,-513万,-8.23,2839万,-2729万,110万,1.76,1754万,-1350万,405万,6.49
1700,601628,中国人寿,15.90,-0.06,-518万,265,3402万,-4294万,-892万,-2.60,1.28亿,-1.25亿,374万,1.09,1.09亿,-1.08亿,87万,0.25,6897万,-6467万,430万,1.25
1701,002339,积成电子,9.80,1.03,-520万,285,6万,-231万,-225万,-2.66,1391万,-1686万,-295万,-3.49,4046万,-3558万,488万,5.77,2719万,-2687万,32万,0.38
1702,002130,沃尔核材,10.99,1.01,-520万,653,2079万,-2627万,-548万,-1.81,6419万,-6391万,28万,0.09,1.04亿,-1.07亿,-290万,-0.96,1.07亿,-9868万,810万,2.68
1703,000717,韶钢松山,2.02,0.00,-521万,172,34万,-201万,-167万,-3.68,919万,-1272万,-354万,-7.79,1762万,-1519万,244万,5.36,1654万,-1376万,278万,6.11
1704,601058,赛轮股份,14.39,-0.28,-521万,20,511万,-150万,361万,4.56,2393万,-3275万,-882万,-11.15,3476万,-3061万,416万,5.25,1514万,-1408万,105万,1.33
1705,600353,旭光股份,8.52,0.47,-525万,35,0万,-18万,-18万,-0.21,1682万,-2189万,-507万,-6.01,3846万,-3611万,236万,2.79,2873万,-2584万,289万,3.43
1706,002464,金利科技,17.42,-1.25,-525万,118,45万,0万,45万,0.98,753万,-1323万,-570万,-12.42,1836万,-1952万,-116万,-2.53,1834万,-1193万,641万,13.96
1707,300307,慈星股份,10.95,0.55,-525万,97,257万,-780万,-523万,-4.98,1983万,-1985万,-2万,-0.02,4815万,-4320万,495万,4.71,3346万,-3316万,30万,0.29
1708,002196,方正电机,16.38,2.18,-526万,264,666万,-673万,-7万,-0.04,3617万,-4136万,-519万,-3.20,6938万,-7771万,-833万,-5.14,4705万,-3346万,1359万,8.39
1709,000561,烽火电子,9.69,1.47,-527万,649,2118万,-2570万,-452万,-1.94,4622万,-4697万,-75万,-0.32,8824万,-8992万,-168万,-0.72,7057万,-6363万,694万,2.98
1710,000669,金鸿能源,20.56,0.54,-527万,67,2万,-4万,-3万,-0.06,1135万,-1659万,-525万,-10.56,2334万,-2018万,316万,6.37,1430万,-1219万,211万,4.24
1711,000428,华天酒店,6.04,-0.66,-527万,61,108万,-145万,-37万,-0.48,1691万,-2182万,-491万,-6.41,2985万,-3095万,-110万,-1.43,2818万,-2181万,637万,8.32
1712,002614,蒙发利,18.10,0.28,-528万,153,0万,-375万,-375万,-6.71,1044万,-1197万,-153万,-2.74,2062万,-2355万,-293万,-5.25,2330万,-1509万,821万,14.70
1713,000521,美菱电器,5.72,-0.35,-529万,119,1万,-462万,-461万,-6.21,1602万,-1670万,-68万,-0.92,2975万,-2871万,104万,1.41,2722万,-2297万,424万,5.72
1714,002455,百川股份,10.16,-1.07,-530万,56,170万,-170万,0万,0.00,725万,-1255万,-530万,-10.48,2425万,-2072万,353万,6.97,1686万,-1508万,178万,3.51
1715,300344,太空板业,8.02,-0.74,-534万,57,0万,0万,0万,0.00,576万,-1110万,-534万,-10.94,2293万,-2169万,124万,2.54,1951万,-1542万,410万,8.40
1716,603008,喜临门,10.78,-0.37,-535万,12,266万,-145万,121万,2.83,678万,-1334万,-656万,-15.35,1710万,-1604万,106万,2.47,1610万,-1180万,430万,10.05
1717,600145,*ST国创,4.52,-0.22,-536万,58,0万,-103万,-103万,-2.49,607万,-1040万,-433万,-10.50,2331万,-1957万,375万,9.09,1127万,-966万,161万,3.90
1718,002367,康力电梯,8.53,0.24,-536万,194,611万,-350万,261万,2.90,1111万,-1907万,-797万,-8.85,2874万,-3847万,-972万,-10.81,4206万,-2698万,1508万,16.76
1719,600070,浙江富润,9.36,0.86,-536万,12,1万,-274万,-274万,-4.45,1384万,-1646万,-263万,-4.27,3074万,-2575万,499万,8.11,1683万,-1646万,37万,0.61
1720,000543,皖能电力,6.97,1.01,-537万,160,2323万,-2438万,-116万,-0.55,8361万,-8783万,-422万,-2.02,7007万,-5918万,1089万,5.22,3006万,-3558万,-552万,-2.65
1721,600650,锦江投资,10.30,0.49,-538万,25,24万,-646万,-622万,-4.68,3489万,-3405万,84万,0.63,6004万,-5371万,633万,4.77,3729万,-3824万,-95万,-0.71
