O,S,N,P,R,RP,V,NV,BP,SP,RR,ER,A,PE,I,H,L,O,LC,VIX,VR,OR,OD,AvgP,IV,OV,IOVR,B1V,S1V,PB,TS,TSC,MS,MSC,R3,R6,ER3,ER6
O(rdinal),S(ymbol),N(ame),P(rice),R(aise),R(aise)P(rice),V(olumn),N(ew)V,B(uy)P(rice),S(ell)P(rice),R(ise)R(ate),E(xchange)R(ate),A(mount),PE(Price-to-earnings Ratio),I(ndustry),H(igh),L(ow),O(pen),L(ast day)C(lose),VIX(Volatility Index),V(olumn)R(atio),O(rder)R(atio),O(rder)D(ifference),AvgP,I(n)V(olumn),O(ut)V(olumn),I(n)O(ut)R(ate),B1V,S1V,PB,T(otal)S(hare),T(otal)S(hare)C(apital),M(arketable)S(hare),M(arketable)S(hare)C(apital),R3,R6,E(xchange)R(ate)3,E(xchange)R(ate)6
序,代码,名称,最新,涨幅%,涨跌,总手,现手,买入价,卖出价,涨速%,换手%,金额,市盈率,所属行业,最高,最低,开盘,昨收,振幅%,量比,委比%,委差,均价,内盘,外盘,内外比,买一量,卖一量,市净率,总股本,总市值,流通股本,流通市值,3日涨幅%,6日涨幅%,3日换手%,6日换手%
1259,600535,天士力,39.25,0.08,0.03,8.60万,0,39.25,39.27,-0.08,0.00,3.37亿,----, 医药行业,39.76,39.02,39.40,39.22,1.89,1.39,-32.01,-321,39.24,3.58万,5.01万,0.71,104,74,----,0,0,0,0,0.51,3.18,2.37,3.84
1260,600506,香梨股份,11.86,0.08,0.01,5.38万,1,11.86,11.87,-0.08,0.00,6376万,----, 公用事业,11.98,11.77,11.85,11.85,1.77,0.88,-4.13,-100,11.86,3.13万,2.24万,1.40,47,364,----,0,0,0,0,5.24,9.51,14.87,24.35
1261,600433,冠豪高新,12.16,0.08,0.01,46.1万,0,12.16,12.17,-0.16,0.00,5.60亿,----, 造纸印刷,12.45,11.89,12.15,12.15,4.61,2.74,2.00,218,12.14,21.0万,25.1万,0.83,47,808,----,0,0,0,0,5.10,11.15,9.07,11.77
1262,002606,大连电瓷,13.33,0.08,0.01,6.33万,990,13.33,13.34,0.00,0.00,8396万,----, 输配电气,13.38,13.17,13.30,13.32,1.58,0.85,-63.10,-2274,13.27,3.44万,2.88万,1.19,300,544,----,0,0,0,0,0.76,4.47,18.59,33.37
1263,002489,浙江永强,12.82,0.08,0.01,3.16万,286,12.81,12.82,0.08,0.00,4041万,----, 木业家具,12.93,12.70,12.86,12.81,1.80,0.86,-42.47,-632,12.80,1.85万,1.31万,1.41,26,567,----,0,0,0,0,2.48,9.48,3.08,5.64
1264,000880,潍柴重机,11.89,0.08,0.01,1.92万,265,11.84,11.89,0.51,0.00,2271万,----, 机械行业,11.90,11.73,11.85,11.88,1.43,0.71,36.89,578,11.82,7861,1.13万,0.69,30,52,----,0,0,0,0,5.41,9.08,7.16,11.37
1265,000541,佛山照明,12.60,0.08,0.01,40.5万,1.17万,12.59,12.60,-0.47,0.00,5.09亿,----, 电子元件,12.97,12.20,12.79,12.59,6.12,1.28,72.06,1707,12.56,20.6万,19.9万,1.03,512,89,----,0,0,0,0,-2.93,11.50,16.76,32.14
1266,601607,上海医药,13.92,0.07,0.01,28.1万,63,13.93,13.94,-0.22,0.00,3.92亿,----, 医药行业,14.04,13.77,13.94,13.91,1.94,0.81,-49.45,-2644,13.94,12.7万,15.4万,0.83,9,840,----,0,0,0,0,0.22,7.57,4.83,10.47
1267,600745,中茵股份,13.39,0.07,0.01,2.85万,0,13.38,13.39,0.53,0.00,3789万,----, 房地产,13.68,13.20,13.50,13.38,3.59,0.83,91.68,1628,13.28,1.24万,1.62万,0.76,377,15,----,0,0,0,0,3.00,12.33,2.95,6.10
1268,600679,金山开发,15.34,0.07,0.01,5.28万,18,15.34,15.35,0.00,0.00,8118万,----, 交运设备,15.67,15.18,15.33,15.33,3.20,0.99,0.82,17,15.38,2.79万,2.49万,1.12,86,552,----,0,0,0,0,0.92,-0.78,9.66,17.59
1269,600343,航天动力,14.61,0.07,0.01,29.0万,14,14.60,14.61,0.07,0.00,4.22亿,----, 机械行业,14.78,14.38,14.50,14.60,2.74,0.75,2.41,395,14.59,16.2万,12.7万,1.28,7121,9,----,0,0,0,0,1.25,12.91,20.79,38.53
1270,300332,天壕节能,13.86,0.07,0.01,7.10万,641,13.85,13.86,-0.07,0.00,9817万,----, 电力行业,13.91,13.75,13.84,13.85,1.16,0.94,-67.68,-2864,13.82,3.89万,3.21万,1.21,310,196,----,0,0,0,0,2.21,6.37,10.94,19.81
1271,300301,长方照明,14.06,0.07,0.01,5.71万,549,14.05,14.06,0.07,0.00,8077万,----, 电子元件,14.38,13.96,14.00,14.05,2.99,0.89,18.01,435,14.13,2.87万,2.84万,1.01,172,8,----,0,0,0,0,6.84,12.66,34.61,47.24
1272,002592,八菱科技,14.77,0.07,0.01,1.20万,55,14.76,14.77,0.14,0.00,1773万,----, 汽车行业,14.88,14.60,14.78,14.76,1.90,0.73,-37.04,-386,14.75,5698,6329,0.90,10,286,----,0,0,0,0,-0.34,6.41,7.07,15.79
1273,002344,海宁皮城,14.67,0.07,0.01,10.5万,849,14.66,14.67,0.00,0.00,1.53亿,----, 商业百货,14.79,14.50,14.78,14.66,1.98,0.92,-11.72,-857,14.64,5.01万,5.47万,0.92,262,803,----,0,0,0,0,1.24,4.79,3.50,6.13
1274,002104,恒宝股份,14.72,0.07,0.01,13.6万,1025,14.71,14.72,0.00,0.00,1.99亿,----, 电子信息,14.88,14.45,14.85,14.71,2.92,0.87,-34.81,-1741,14.63,7.50万,6.08万,1.23,584,731,----,0,0,0,0,4.25,10.59,9.39,16.81
1275,002090,金智科技,14.78,0.07,0.01,3.77万,555,14.78,14.79,0.00,0.00,5594万,----, 电子信息,14.95,14.76,14.79,14.77,1.29,1.24,-45.50,-638,14.84,2.22万,1.55万,1.43,54,82,----,0,0,0,0,1.30,6.33,6.24,10.17
1276,601098,中南传媒,15.45,0.06,0.01,15.1万,116,15.45,15.46,0.00,0.00,2.35亿,----, 文化传媒,15.74,15.34,15.48,15.44,2.59,0.95,-8.79,-270,15.52,7.63万,7.49万,1.02,53,158,----,0,0,0,0,2.66,7.44,3.37,5.27
1277,600879,航天电子,15.40,0.06,0.01,45.0万,10,15.40,15.41,0.06,0.00,6.89亿,----, 航天航空,15.45,15.13,15.36,15.39,2.08,0.55,3.90,558,15.30,24.3万,20.7万,1.17,189,951,----,0,0,0,0,0.59,15.96,23.03,43.74
1278,300203,聚光科技,17.16,0.06,0.01,6.96万,207,17.15,17.16,0.00,0.00,1.19亿,----, 仪器仪表,17.30,16.88,17.08,17.15,2.45,1.17,-74.63,-1830,17.05,3.26万,3.70万,0.88,16,164,----,0,0,0,0,-0.98,1.60,4.31,8.27
1279,300167,迪威视讯,15.49,0.06,0.01,2.52万,186,15.49,15.50,0.13,0.00,3884万,----, 通讯行业,15.59,15.26,15.48,15.48,2.13,0.82,-74.12,-2215,15.40,1.34万,1.18万,1.14,45,39,----,0,0,0,0,2.99,8.93,7.58,12.32
1280,300011,鼎汉技术,16.15,0.06,0.01,4.75万,506,16.15,16.16,0.06,0.00,7639万,----, 交运设备,16.26,16.02,16.10,16.14,1.49,0.77,-30.65,-711,16.09,2.90万,1.85万,1.57,371,347,----,0,0,0,0,2.15,6.25,6.62,11.18
1281,000860,顺鑫农业,15.65,0.06,0.01,6.90万,344,15.65,15.66,0.00,0.00,1.08亿,----, 酿酒行业,15.71,15.47,15.65,15.64,1.53,1.22,-11.77,-644,15.61,3.31万,3.59万,0.92,1760,240,----,0,0,0,0,0.19,3.10,4.26,8.02
1282,600436,片仔癀,85.35,0.05,0.04,1.73万,20,85.35,85.37,0.08,0.00,1.47亿,----, 医药行业,85.70,84.83,85.30,85.31,1.02,1.29,-46.95,-31,85.21,8166,9136,0.89,1,11,----,0,0,0,0,2.81,5.28,3.44,5.24
1283,000997,新 大 陆,21.17,0.05,0.01,10.6万,515,21.16,21.17,0.00,0.00,2.24亿,----, 电子信息,21.38,20.97,21.16,21.16,1.94,0.85,24.98,609,21.15,6.03万,4.57万,1.32,287,60,----,0,0,0,0,-0.38,6.01,6.90,14.39
1284,600079,人福医药,27.58,0.04,0.01,8.16万,1,27.58,27.59,-0.04,0.00,2.24亿,----, 医药行业,27.70,27.24,27.68,27.57,1.67,1.01,-60.42,-795,27.47,4.45万,3.71万,1.20,78,332,----,0,0,0,0,0.11,2.30,5.52,9.60
1285,300183,东软载波,45.72,0.04,0.02,1.51万,118,45.72,45.74,0.04,0.00,6871万,----, 电子信息,46.39,45.03,45.71,45.70,2.98,0.76,84.64,562,45.60,8064,7002,1.15,206,3,----,0,0,0,0,-1.15,4.89,4.13,9.07
1286,002056,横店东磁,22.28,0.04,0.01,8.67万,1330,22.27,22.28,0.00,0.00,1.94亿,----, 电子元件,22.59,22.20,22.40,22.27,1.75,0.88,-3.77,-110,22.36,4.79万,3.87万,1.24,439,281,----,0,0,0,0,1.27,8.31,7.71,14.17
1287,000555,神州信息,39.19,0.03,0.01,1.51万,186,39.15,39.19,0.00,0.00,5920万,----, 通讯行业,39.80,38.33,39.28,39.18,3.75,0.82,-67.35,-334,39.13,6176,8952,0.69,10,339,----,0,0,0,0,3.32,8.86,6.45,11.79
1288,603688,石英股份,----,----,----,----,----,----,----,----,----,----,----, 材料行业,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1289,603306,华懋科技,----,----,----,----,----,----,----,----,----,----,----, 汽车行业,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1290,603188,亚邦股份,----,----,----,----,----,----,----,----,----,----,----, 化工行业,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1291,601991,大唐发电,3.95,0.00,0.00,18.4万,60,3.95,3.96,0.25,0.00,7257万,----, 电力行业,3.97,3.92,3.97,3.95,1.27,1.15,-35.76,-2.00万,3.94,7.27万,11.2万,0.65,633,6274,----,0,0,0,0,1.80,4.22,0.60,0.98
1292,601880,大连港,3.40,0.00,0.00,136万,28,3.39,3.40,0.29,0.00,4.66亿,----, 港口水运,3.55,3.30,3.39,3.40,7.35,1.42,-14.55,-1.10万,3.43,67.8万,68.1万,1.00,6601,2698,----,0,0,0,0,1.49,16.44,11.19,18.21
1293,601669,中国电建,----,----,----,----,----,----,----,----,----,----,----, 工程建设,----,----,----,2.65,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1294,601588,北辰实业,2.77,0.00,0.00,11.2万,131,2.76,2.77,0.00,0.00,3088万,----, 房地产,2.78,2.74,2.77,2.77,1.44,1.22,-23.93,-1.32万,2.76,6.98万,4.21万,1.66,3362,4412,----,0,0,0,0,1.47,4.92,1.39,2.15
1295,601567,三星电气,----,----,----,----,----,----,----,----,----,----,----, 仪器仪表,----,----,----,14.37,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1296,601519,大智慧,----,----,----,----,----,----,----,----,----,----,----, 电子信息,----,----,----,5.98,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1297,601238,广汽集团,8.30,0.00,0.00,7.96万,121,8.29,8.30,-0.12,0.00,6584万,----, 汽车行业,8.34,8.21,8.32,8.30,1.57,0.78,-58.40,-6406,8.27,3.65万,4.31万,0.85,572,258,----,0,0,0,0,1.84,4.80,5.95,9.72
1298,601188,龙江交通,3.17,0.00,0.00,14.5万,50,3.16,3.17,-0.31,0.00,4579万,----, 高速公路,3.18,3.13,3.16,3.17,1.58,0.83,9.19,4114,3.15,8.26万,6.26万,1.32,7598,1637,----,0,0,0,0,-0.63,6.02,4.14,8.41
1299,601099,太平洋,8.79,0.00,0.00,51.5万,0,8.79,8.80,0.00,0.00,4.53亿,----, 券商信托,8.96,8.69,8.83,8.79,3.07,0.91,-59.68,-4163,8.80,25.6万,25.9万,0.99,18,723,----,0,0,0,0,2.81,10.84,11.04,20.26
1300,601016,节能风电,----,----,----,----,----,----,----,----,----,----,----, 输配电气,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1301,600986,科达股份,----,----,----,----,----,----,----,----,----,----,----, 工程建设,----,----,----,7.05,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1302,600981,汇鸿股份,----,----,----,----,----,----,----,----,----,----,----, 国际贸易,----,----,----,4.21,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1303,600980,北矿磁材,16.55,0.00,0.00,4.88万,0,16.54,16.55,0.00,0.00,8042万,----, 材料行业,16.72,16.23,16.50,16.55,2.96,0.70,24.19,195,16.49,2.48万,2.39万,1.04,30,69,----,0,0,0,0,-0.60,6.09,11.83,30.64
1304,600978,宜华木业,----,----,----,----,----,----,----,----,----,----,----, 木业家具,----,----,----,5.13,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1305,600973,宝胜股份,----,----,----,----,----,----,----,----,----,----,----, 输配电气,----,----,----,8.10,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1306,600965,福成五丰,----,----,----,----,----,----,----,----,----,----,----, 农牧饲渔,----,----,----,5.47,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1307,600962,国投中鲁,----,----,----,----,----,----,----,----,----,----,----, 食品行业,----,----,----,7.38,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1308,600917,重庆燃气,----,----,----,----,----,----,----,----,----,----,----, 公用事业,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1309,600891,秋林集团,----,----,----,----,----,----,----,----,----,----,----, 商业百货,----,----,----,5.73,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1310,600876,洛阳玻璃,----,----,----,----,----,----,----,----,----,----,----, 玻璃陶瓷,----,----,----,7.24,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1311,600873,梅花生物,----,----,----,----,----,----,----,----,----,----,----, 食品行业,----,----,----,5.55,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1312,600871,*ST仪化,----,----,----,----,----,----,----,----,----,----,----, 化纤行业,----,----,----,2.78,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1313,600865,百大集团,7.09,0.00,0.00,7.05万,0,7.08,7.09,0.00,0.00,4963万,----, 商业百货,7.12,6.94,7.10,7.09,2.54,1.20,-15.41,-830,7.04,3.73万,3.32万,1.12,781,258,----,0,0,0,0,-0.14,2.01,5.66,9.71
1314,600862,南通科技,----,----,----,----,----,----,----,----,----,----,----, 机械行业,----,----,----,3.03,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1315,600854,春兰股份,6.04,0.00,0.00,11.1万,62,6.04,6.05,-0.17,0.00,6709万,----, 家电行业,6.09,5.96,6.01,6.04,2.15,0.76,-27.63,-2038,6.03,5.23万,5.89万,0.89,38,123,----,0,0,0,0,1.68,7.66,8.33,16.29
1316,600853,龙建股份,3.39,0.00,0.00,7.62万,0,3.39,3.40,0.00,0.00,2582万,----, 工程建设,3.41,3.37,3.39,3.39,1.18,1.12,-29.33,-5670,3.39,4.19万,3.42万,1.22,2202,3392,----,0,0,0,0,0.89,5.94,4.05,7.78
1317,600851,海欣股份,7.48,0.00,0.00,15.2万,10,7.48,7.49,0.13,0.00,1.13亿,----, 纺织服装,7.51,7.39,7.48,7.48,1.60,1.09,-28.20,-5414,7.46,8.37万,6.79万,1.23,4313,2371,----,0,0,0,0,0.67,3.31,6.72,11.44
1318,600848,自仪股份,----,----,----,----,----,----,----,----,----,----,----, 仪器仪表,----,----,----,7.92,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1319,600847,万里股份,----,----,----,----,----,----,----,----,----,----,----, 材料行业,----,----,----,18.19,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1320,600845,宝信软件,----,----,----,----,----,----,----,----,----,----,----, 电子信息,----,----,----,30.49,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1321,600839,四川长虹,3.89,0.00,0.00,74.8万,104,3.88,3.89,0.00,0.00,2.90亿,----, 家电行业,3.92,3.85,3.89,3.89,1.80,0.59,-19.96,-4.01万,3.88,30.2万,44.6万,0.68,2.31万,5630,----,0,0,0,0,-0.26,4.01,6.53,15.47
1322,600832,东方明珠,----,----,----,----,----,----,----,----,----,----,----, 旅游酒店,----,----,----,10.92,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1323,600829,三精制药,8.53,0.00,0.00,3.87万,0,8.53,8.54,0.12,0.00,3310万,----, 医药行业,8.65,8.42,8.50,8.53,2.70,0.81,-19.44,-704,8.55,1.99万,1.88万,1.06,167,64,----,0,0,0,0,3.39,4.79,2.70,4.81
1324,600819,耀皮玻璃,----,----,----,----,----,----,----,----,----,----,----, 玻璃陶瓷,----,----,----,9.24,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1325,600810,神马股份,6.46,0.00,0.00,5.15万,245,6.45,6.46,0.16,0.00,3315万,----, 化纤行业,6.50,6.39,6.47,6.46,1.70,1.01,-61.57,-5312,6.44,2.42万,2.73万,0.89,124,298,----,0,0,0,0,2.22,5.38,4.03,6.91
1326,600783,鲁信创投,17.53,0.00,0.00,5.84万,0,17.48,17.49,-0.06,0.00,1.02亿,----, 材料行业,17.67,17.43,17.56,17.53,1.37,0.99,1.12,21,17.54,2.77万,3.06万,0.91,145,314,----,0,0,0,0,0.57,4.59,2.52,4.73
1327,600779,水井坊,8.75,0.00,0.00,13.3万,115,8.74,8.75,-0.11,0.00,1.16亿,----, 酿酒行业,8.83,8.59,8.76,8.75,2.74,1.09,32.90,3261,8.69,7.67万,5.64万,1.36,90,6,----,0,0,0,0,0.11,8.29,12.43,25.21
1328,600776,东方通信,10.17,0.00,0.00,12.6万,0,10.17,10.18,-0.10,0.00,1.29亿,----, 通讯行业,10.23,10.16,10.20,10.17,0.69,0.77,-9.93,-1172,10.19,5.80万,6.84万,0.85,837,1289,----,0,0,0,0,-0.39,7.28,4.28,9.88
1329,600764,中电广通,----,----,----,----,----,----,----,----,----,----,----, 电子信息,----,----,----,7.59,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1330,600757,长江传媒,----,----,----,----,----,----,----,----,----,----,----, 文化传媒,----,----,----,8.85,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1331,600744,华银电力,----,----,----,----,----,----,----,----,----,----,----, 电力行业,----,----,----,3.03,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1332,600740,山西焦化,----,----,----,----,----,----,----,----,----,----,----, 煤炭采选,----,----,----,5.81,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1333,600739,辽宁成大,----,----,----,----,----,----,----,----,----,----,----, 商业百货,----,----,----,16.09,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1334,600738,兰州民百,6.44,0.00,0.00,6.81万,0,6.44,6.45,-0.16,0.00,4375万,----, 商业百货,6.46,6.38,6.44,6.44,1.24,0.96,-13.46,-1184,6.42,4.00万,2.81万,1.42,51,1289,----,0,0,0,0,0.78,5.40,8.56,16.18
1335,600720,祁连山,7.02,0.00,0.00,16.4万,5,7.01,7.02,0.00,0.00,1.15亿,----, 水泥建材,7.05,6.96,7.02,7.02,1.28,1.32,-51.18,-1.32万,7.01,9.62万,6.77万,1.42,1829,1969,----,0,0,0,0,0.86,3.69,6.12,10.11
1336,600705,中航资本,----,----,----,----,----,----,----,----,----,----,----, 券商信托,----,----,----,18.83,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1337,600687,刚泰控股,13.18,0.00,0.00,5.22万,0,13.17,13.18,-0.08,0.00,6893万,----, 有色金属,13.30,13.08,13.10,13.18,1.67,1.05,-62.25,-1547,13.20,2.76万,2.46万,1.12,154,257,----,0,0,0,0,2.73,3.70,11.12,18.28
1338,600685,广船国际,----,----,----,----,----,----,----,----,----,----,----, 交运设备,----,----,----,17.13,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1339,600678,四川金顶,----,----,----,----,----,----,----,----,----,----,----, 水泥建材,----,----,----,5.51,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1340,600665,天地源,3.49,0.00,0.00,5.90万,0,3.49,3.50,-0.29,0.00,2052万,----, 房地产,3.51,3.45,3.49,3.49,1.72,0.81,-22.20,-3242,3.48,3.40万,2.50万,1.36,3166,1142,----,0,0,0,0,2.05,6.40,3.13,4.89
1341,600653,申华控股,3.02,0.00,0.00,16.1万,2,3.01,3.02,0.33,0.00,4844万,----, 综合行业,3.02,2.99,3.02,3.02,0.99,1.05,-33.03,-2.81万,3.00,9.23万,6.89万,1.34,860,1.76万,----,0,0,0,0,0.33,4.50,3.12,5.32
1342,600652,爱使股份,7.85,0.00,0.00,45.8万,49,7.84,7.85,0.00,0.00,3.69亿,----, 煤炭采选,8.28,7.83,8.10,7.85,5.73,2.28,30.97,2745,8.05,24.0万,21.8万,1.10,783,42,----,0,0,0,0,4.25,8.13,19.96,26.26
1343,600647,同达创业,----,----,----,----,----,----,----,----,----,----,----, 综合行业,----,----,----,12.62,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1344,600637,百视通,----,----,----,----,----,----,----,----,----,----,----, 电子信息,----,----,----,31.99,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1345,600629,棱光实业,----,----,----,----,----,----,----,----,----,----,----, 玻璃陶瓷,----,----,----,11.90,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1346,600610,S*ST中纺,----,----,----,----,----,----,----,----,----,----,----, 机械行业,----,----,----,25.97,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1347,600577,精达股份,5.68,0.00,0.00,12.3万,124,5.67,5.68,0.00,0.00,6918万,----, 材料行业,5.69,5.59,5.69,5.68,1.76,1.06,-82.49,-1.44万,5.63,6.73万,5.56万,1.21,959,442,----,0,0,0,0,1.43,4.99,6.21,9.89
1348,600571,信雅达,----,----,----,----,----,----,----,----,----,----,----, 电子信息,----,----,----,19.75,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1349,600565,迪马股份,----,----,----,----,----,----,----,----,----,----,----, 汽车行业,----,----,----,4.05,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.88
1350,600558,大西洋,9.97,0.00,0.00,2.90万,2,9.97,9.98,0.00,0.00,2893万,----, 水泥建材,10.10,9.90,9.98,9.97,2.01,0.70,10.23,252,9.97,1.71万,1.20万,1.42,43,331,----,0,0,0,0,1.01,5.28,4.63,8.80
1351,600552,方兴科技,18.23,0.00,0.00,2.87万,0,18.22,18.23,0.05,0.00,5233万,----, 玻璃陶瓷,18.37,18.15,18.23,18.23,1.21,0.63,-12.59,-247,18.24,1.50万,1.37万,1.10,49,93,----,0,0,0,0,-1.57,1.33,2.93,7.47
1352,600550,*ST天威,5.65,0.00,0.00,7.74万,174,5.65,5.66,0.18,0.00,4364万,----, 输配电气,5.68,5.60,5.65,5.65,1.42,0.82,-31.33,-3480,5.64,4.13万,3.60万,1.15,40,2073,----,0,0,0,0,1.62,7.62,1.98,4.00
1353,600547,山东黄金,----,----,----,----,----,----,----,----,----,----,----, 有色金属,----,----,----,16.55,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1354,600528,中铁二局,5.70,0.00,0.00,17.9万,50,5.69,5.70,0.00,0.00,1.02亿,----, 工程建设,5.73,5.63,5.73,5.70,1.75,1.11,-26.01,-7717,5.68,9.80万,8.11万,1.21,5711,493,----,0,0,0,0,1.97,4.01,4.35,6.74
1355,600527,江南高纤,5.15,0.00,0.00,18.7万,3,5.14,5.15,0.19,0.00,9631万,----, 化纤行业,5.20,5.12,5.13,5.15,1.55,0.85,-31.81,-1.52万,5.15,9.71万,8.99万,1.08,2426,3267,----,0,0,0,0,1.38,7.52,8.43,15.99
1356,600523,贵航股份,----,----,----,----,----,----,----,----,----,----,----, 汽车行业,----,----,----,16.89,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1357,600512,腾达建设,3.08,0.00,0.00,7.89万,0,3.08,3.09,0.33,0.00,2422万,----, 工程建设,3.09,3.05,3.08,3.08,1.30,0.96,-49.25,-1.76万,3.07,4.23万,3.66万,1.15,472,1.01万,----,0,0,0,0,1.32,4.76,3.99,6.64
1358,600497,驰宏锌锗,----,----,----,----,----,----,----,----,----,----,----, 有色金属,----,----,----,10.39,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1359,600491,龙元建设,3.65,0.00,0.00,11.0万,200,3.64,3.65,0.00,0.00,3997万,----, 工程建设,3.66,3.62,3.65,3.65,1.10,1.11,-20.93,-5436,3.64,5.40万,5.57万,0.97,639,747,----,0,0,0,0,2.53,5.49,4.07,6.40
1360,600486,扬农化工,23.22,0.00,0.00,2.88万,0,23.21,23.23,0.13,0.00,6678万,----, 化工行业,23.32,23.12,23.30,23.22,0.86,1.03,-15.98,-201,23.19,1.58万,1.30万,1.21,61,74,----,0,0,0,0,0.52,5.02,3.49,6.52
1361,600479,千金药业,----,----,----,----,----,----,----,----,----,----,----, 医药行业,----,----,----,13.89,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1362,600475,华光股份,13.30,0.00,0.00,4.95万,10,13.29,13.30,0.08,0.00,6588万,----, 机械行业,13.42,13.20,13.32,13.30,1.65,1.24,-34.49,-1016,13.32,2.47万,2.48万,1.00,53,1403,----,0,0,0,0,2.15,5.64,6.37,9.72
1363,600470,六国化工,6.36,0.00,0.00,16.6万,350,6.36,6.37,0.00,0.00,1.06亿,----, 化工行业,6.42,6.31,6.31,6.36,1.73,1.15,-43.77,-1.02万,6.36,7.47万,9.12万,0.82,242,1421,----,0,0,0,0,0.95,5.30,12.49,17.04
1364,600455,博通股份,----,----,----,----,----,----,----,----,----,----,----, 综合行业,----,----,----,22.96,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1365,600421,仰帆控股,----,----,----,----,----,----,----,----,----,----,----, 医药行业,----,----,----,7.89,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1366,600419,天润乳业,----,----,----,----,----,----,----,----,----,----,----, 造纸印刷,----,----,----,18.76,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
1367,600396,金山股份,----,----,----,----,----,----,----,----,----,----,----, 电力行业,----,----,----,4.98,----,----,----,----,----,----,----,----,----,----,----,0,0,0,0,0.00,0.00,0.00,0.00
